Num, Weight,-,-,-,-,-,-,LearnRate,TrainError
0,221.150943396226,72.0754716981132,114.660377358491,182.132075471698,8.09433962264151,779.037735849057,681.22641509434,1,1296134.22837309
1,-17.6792452830189,-11.2830188679245,-13.3207547169811,-16.3207547169812,-1.09433962264151,-85.6981132075472,-71.4905660377359,1,138052.338732645
2,221.150943396226,72.0754716981132,114.660377358491,182.132075471698,8.09433962264151,779.037735849057,681.22641509434,0.952380952380952,1296134.22837309
3,-6.30637915543576,-7.31356693620843,-7.22641509433961,-6.87061994609167,-0.656783468104223,-44.5202156334232,-35.6469002695418,0.952380952380952,69757.7402990388
4,221.150943396226,72.0754716981132,114.660377358491,182.132075471698,8.09433962264151,779.037735849057,681.22641509434,0.90702947845805,1296134.22837309
5,4.52492191845292,-3.53313652505027,-1.42228212039531,2.12950840713643,-0.240063320925854,-5.30317032473363,-1.51007572840456,0.90702947845805,4715.26560036613
6,221.150943396226,72.0754716981132,114.660377358491,182.132075471698,8.09433962264151,779.037735849057,681.22641509434,0.863837598531476,1296134.22837309
7,14.8404467507279,0.067273390338471,4.10546356907544,10.7010592197346,0.156813009720211,32.0463966359231,31.0011857393451,0.863837598531476,57229.9483983697
8,-191.470049894771,-71.9409249174363,-106.44945022034,-160.729957032229,-7.78071360320109,-714.94494257721,-619.224043615649,0.822702474791882,1181674.33157635
9,5.01613738665651,-3.36168843384128,-1.15905613518244,2.53767749345064,-0.221164448037946,-3.52461951708335,0.0380795795834956,0.822702474791882,1765.49350518828
10,201.502324668084,65.2175480497537,104.131337949975,165.80531201913,7.3383847071252,707.895703543044,619.300202774816,0.783526166468459,1178143.34456597
11,14.3726224952959,-0.0960105060510301,3.85477215458695,10.3123267565782,0.138814083160299,30.3525387238751,29.5267521126899,0.783526166468459,54420.6416410575
12,-172.757079677492,-65.4095690618558,-96.4217936408009,-145.180658505974,-7.0607565408046,-647.190626095294,-560.246698549436,0.746215396636627,1069302.06128386
13,5.46168429659173,-3.20617996108935,-0.920302407098191,2.90789888693288,-0.204022613218983,-1.91142150560916,1.44230208116005,0.746215396636627,910.036739871068
14,-164.309358206134,-56.426825230645,-91.4094789011285,-135.296824384485,-6.24414346523999,-593.237844964887,-519.359726628063,0.710681330130121,986494.02016713
15,5.42279795966007,2.81449772246582,-0.455677726173519,5.73989694209291,0.286079322936788,21.3137784538601,15.5821787344094,0.710681330130121,32755.5969983243
16,-164.309358206134,-56.426825230645,-91.4094789011285,-135.296824384485,-6.24414346523999,-593.237844964887,-519.359726628063,0.676839362028687,986494.02016713
17,-2.6596856672825,-0.00651765625374878,-4.78681111545708,-0.976137406791736,-0.0248836669763914,-7.95058456608024,-9.89124533047027,0.676839362028687,15780.0990571735
18,158.989986871569,56.4137899181375,81.8358566702143,133.344549570901,6.1943761312872,577.336675832726,499.577235967123,0.644608916217797,954933.822052782
19,5.0379177869485,2.6801636568125,-0.66192217328225,5.42008578262222,0.271271561512351,19.9202373576724,14.3691585408437,0.644608916217797,30444.3733766339
20,-148.914151297672,-51.0534626045125,-83.1597010167788,-122.504378005657,-5.6518330082625,-537.496201117382,-470.838918885435,0.613913253540759,894045.075299515
21,-2.29313312184294,0.121419549130358,-4.59038783249636,-0.671555350152971,-0.0107810370483561,-6.62340256971117,-8.73598800326477,0.613913253540759,13578.9337031827
22,144.327885053986,51.2963017027733,73.9789253517861,121.161267305351,5.63027093416579,524.249395977959,453.366942878906,0.584679289086437,866887.207893149
23,4.68882012462512,2.55831869930383,-0.84899196657814,5.13000763344246,0.257840485390414,18.6562545039875,13.2689134673149,0.584679289086437,28348.0254204523
24,-134.950244804736,-46.1796643041656,-75.6769092849424,-110.901252038466,-5.11458996338496,-486.936886969984,-426.829115944276,0.556837418177559,810191.157052245
25,-1.96065915772539,0.237462365805278,-4.41222612459549,-0.39529044617224,0.0020104640201577,-5.41960937572549,-7.68813555228473,0.556837418177559,11582.4118401524
26,131.028926489285,46.6545890357761,66.8524570357514,110.110671146121,5.11861089142528,476.097668218533,411.452844839707,0.530321350645294,787026.33337194
27,4.37217825403702,2.44780173104198,-1.01866978362659,4.86689820107985,0.245658103420402,17.5097847954297,12.2709587520959,0.530321350645294,26446.5760270902
28,-122.284569981211,-41.7589855736922,-68.8897966030046,-100.376874743962,-4.62729468458447,-441.078098627674,-386.910927335515,0.505067952995518,734133.181317759
29,-1.65909547145098,0.34271662129273,-4.25062820359699,-0.144710034398329,0.0136127325630264,-4.32773346281334,-6.73770249017139,0.505067952995518,9771.50765599798
30,118.966379038309,42.4444188162776,60.3885401958106,100.087454675165,4.65452014971053,432.422631702047,373.435522355172,0.48101709809097,714590.166005764
31,4.08497474329948,2.34755958295868,-1.17257256552997,4.62825018986661,0.234608323855765,16.4699029736086,11.3657844072259,0.48101709809097,24721.9053755145
32,-110.79642955171,-37.7492996503603,-62.7336853268705,-90.8309542954319,-4.185303501999,-399.48282575483,-350.70395354072,0.4581115219914,665146.355254735
33,-1.38556831836763,0.438185333753019,-4.10405412559381,0.0825737858047688,0.0241363321483954,-3.3373698229837,-5.87563168553339,0.4581115219914,8128.96417830686
34,108.025292914975,38.6256703178663,54.5255770756829,90.9961018670415,4.23357616629579,392.808086108863,338.952690169654,0.436296687610857,648888.426898121
35,3.82447269274391,2.25663699966318,-1.31216692553301,4.41178940872081,0.224585848060176,15.5266995071042,10.544764593285,0.436296687610857,23157.578253904
36,-100.376347529487,-34.11239631854,-57.1499109267489,-82.1725230495998,-3.78440447017543,-361.754687094654,-317.863160983084,0.415520654867483,602573.270390313
