Num, Weight,-,-,-,-,-,-,LearnRate,TrainError
34,2.05507577579515E+186,7.05984883182021E+185,1.09186649542458E+186,1.70065807942662E+186,7.87627887928539E+184,7.44822893554424E+186,6.46774937474098E+186,7.62939453125E-06,-1.23367617713354E+190
35,-1.19160377735317E+189,-4.09354371971241E+188,-6.33101832855717E+188,-9.86100179516178E+188,-4.56693800519938E+187,-4.31873989208581E+189,-3.75022404365259E+189,3.814697265625E-06,7.15327974772195E+192
36,3.44870671641467E+191,1.18474210877942E+191,1.83230582567785E+191,2.85394388368678E+191,1.32175057442038E+190,1.24991776254414E+192,1.08537947707186E+192,3.814697265625E-06,-2.07028245287695E+195
37,-9.98115165618392E+193,-3.42884786488546E+193,-5.30300887563235E+193,-8.25980550498374E+193,-3.82537397922119E+192,-3.61747744055228E+194,-3.14127528258663E+194,1.9073486328125E-06,5.99175425238356E+197
38,1.43936808635634E+196,4.94469411916955E+195,7.64739581180547E+195,1.19113513679738E+196,5.51651894865015E+194,5.2167142233722E+196,4.52998967249823E+196,1.9073486328125E-06,-8.64062600113633E+199
39,-2.07569282522375E+198,-7.1306750534313E+197,-1.1028203812962E+198,-1.71771951925168E+198,-7.95529573738873E+196,-7.52295148637582E+198,-6.53263550211466E+198,9.5367431640625E-07,1.24605273425246E+202
40,1.48628550443248E+200,5.10587059893643E+199,7.89666913521538E+199,1.22996119229217E+200,5.69633454154268E+198,5.38675742811024E+200,4.67764851067854E+200,9.5367431640625E-07,-8.92227450118131E+203
41,-1.06424446519344E+202,-3.65602336072495E+201,-5.65435536816717E+201,-8.80705212690265E+201,-4.07882098671334E+200,-3.8571504338226E+202,-3.34939789344903E+202,4.76837158203125E-07,6.3887330035184E+205
42,3.75701225352195E+203,1.29065501533142E+203,1.99610926800643E+203,3.10907914866775E+203,1.43991168647696E+202,1.36165720541615E+204,1.18240961913966E+204,4.76837158203125E-07,-2.25536039544598E+207
43,-1.32630627029369E+205,-4.55629027564482E+204,-7.04669577765271E+204,-1.09757192456633E+205,-5.08319848212702E+203,-4.80694330406038E+205,-4.17416070562553E+205,2.38418579101563E-07,7.96190811315004E+208
44,2.27475812984622E+206,7.81452864892761E+205,1.20858423637092E+206,1.88245408652511E+206,8.71823298421109E+204,8.24442559424824E+206,7.15913527145111E+206,2.38418579101563E-07,-1.36555301103011E+210
45,-3.90145524091933E+207,-1.34027584527125E+207,-2.07285216006704E+207,-3.22861154568548E+207,-1.49527087392388E+206,-1.41400780245694E+208,-1.22786882081136E+208,1.19209289550781E-07,2.34207051806284E+211
46,3.15063524910111E+208,1.08234493563877E+208,1.6739397682142E+208,2.60727772416903E+208,1.20751176969256E+207,1.14188746245237E+209,9.91570208866197E+208,1.19209289550781E-07,-1.89134809306451E+212
47,-2.54430766468037E+209,-8.74051833311831E+208,-1.35179652538192E+209,-2.10551719671335E+209,-9.75130793606485E+207,-9.22135630822027E+209,-8.00746352090981E+209,5.96046447753906E-08,1.5273654578503E+213
48,9.00117357742293E+209,3.09219375334189E+209,4.7823442641118E+209,7.44883412527341E+209,3.44978779720212E+208,3.26230313659735E+210,2.83285587144769E+210,5.96046447753906E-08,-5.40346664561015E+213
49,-3.18440756578372E+210,-1.09394681685833E+210,-1.69188307789306E+210,-2.63522567815871E+210,-1.22045534032508E+209,-1.15412759244166E+211,-1.00219905684738E+211,2.98023223876953E-08,1.91162184794434E+214
50,4.04064589931805E+210,1.38809233061307E+210,2.14680447762713E+210,3.34379742864637E+210,1.54861705491886E+209,1.46445479334913E+211,1.27167500569424E+211,2.98023223876953E-08,-2.425627631318E+214
51,-5.12711358279215E+210,-1.76132905970727E+210,-2.72404726152785E+210,-4.24289325065868E+210,-1.96501641932002E+209,-1.85822421698288E+211,-1.61360890240163E+211,1.49011611938477E-08,3.07784168304017E+214
52,6.89301086510064E+209,2.36797179339414E+209,3.66227255697613E+209,5.70424446503595E+209,2.64181382170544E+208,2.49823989865283E+210,2.16937337483761E+210,1.49011611938477E-08,-4.1379220139496E+213
53,-9.26712428331291E+208,-3.18355640781972E+208,-4.92364448701132E+208,-7.66891905937998E+208,-3.55171600600135E+207,-3.35869188130287E+209,-2.91655607034019E+209,7.45058059692383E-09,5.56311869056756E+212
54,-4.01061525993048E+208,-1.37777583635539E+208,-2.13084912971725E+208,-3.31894586350824E+208,-1.53710751870015E+207,-1.45357076270286E+209,-1.26222374110296E+209,7.45058059692383E-09,2.40760003115207E+212
55,-1.73570940363362E+208,-5.96272222657045E+207,-9.22186405942682E+207,-1.43636952738787E+208,-6.65227602672202E+206,-6.29074662652572E+208,-5.46263721382246E+208,7.45058059692383E-09,1.04195833891368E+212
56,-7.51178295251035E+207,-2.58053998430443E+207,-3.99102759292119E+207,-6.21630332055842E+207,-2.87896427525981E+206,-2.72250200228003E+208,-2.3641137746122E+208,7.45058059692383E-09,4.50937517022813E+211
57,-3.25094068209268E+207,-1.11680309052788E+207,-1.72723227590532E+207,-2.69028451497713E+207,-1.24595480778788E+206,-1.17824124741635E+208,-1.02313840742891E+208,7.45058059692383E-09,1.95156213703037E+211
58,-1.4069383241374E+207,-4.83328741503101E+206,-7.47509573779535E+206,-1.16429820076204E+207,-5.3922287136106E+205,-5.0991787552414E+207,-4.42792648982535E+207,7.45058059692383E-09,8.44594789946887E+210
59,-6.08893130173602E+206,-2.09174450128367E+206,-3.23506323200357E+206,-5.0388362002135E+206,-2.33364246586012E+205,-2.20681664598864E+207,-1.91631287193951E+207,7.45058059692383E-09,3.65522750042125E+210
60,-2.63516060094949E+206,-9.05262750366827E+205,-1.40006689975948E+206,-2.18070166524395E+206,-1.00995106990789E+205,-9.55063539202147E+206,-8.29339654036263E+206,7.45058059692383E-09,1.58190510276247E+210
61,-1.140441737427E+206,-3.91778559329855E+205,-6.05919323119511E+205,-9.43761528213098E+205,-4.37085448411479E+204,-4.13331286751075E+206,-3.58920650083935E+206,7.45058059692383E-09,6.8461504895593E+209
62,-4.93559047600124E+205,-1.69553468854467E+205,-2.62229059329253E+205,-4.08440015569815E+205,-1.89161331584854E+204,-1.78881033139073E+206,-1.55333261144971E+206,7.45058059692383E-09,2.96286903960578E+209
63,-2.1360191010102E+205,-7.33791528797849E+204,-1.13487187038979E+205,-1.76764194469389E+205,-8.18650209008576E+203,-7.74159252928408E+205,-6.72249479459844E+205,7.45058059692383E-09,1.28226701403107E+209
64,-9.24423860184116E+204,-3.17569443640358E+204,-4.91148526922714E+204,-7.64998022959253E+204,-3.54294484613825E+203,-3.3503974029678E+205,-2.90935347222557E+205,7.45058059692383E-09,5.5493802570868E+208
65,-4.00071082217333E+204,-1.37437334129493E+204,-2.1255868766368E+204,-3.31074953639166E+204,-1.53331154743914E+203,-1.4499810877748E+205,-1.25910660941776E+205,7.45058059692383E-09,2.40165432790275E+208
66,-1.73142297341785E+204,-5.94799694582914E+203,-9.19909013219196E+203,-1.43282232807188E+204,-6.63584787743827E+202,-6.2752112706713E+204,-5.44914693101879E+204,7.45058059692383E-09,1.03938516438279E+208
67,-7.49323219796797E+203,-2.5741671922225E+203,-3.98117150960287E+203,-6.20095176857099E+203,-2.87185453089665E+202,-2.71577862657848E+204,-2.35827546913443E+204,7.45058059692383E-09,4.49823901544888E+207
68,-3.2429123163592E+203,-1.11404507876696E+203,-1.72296676204914E+203,-2.68364066409436E+203,-1.24287787186713E+202,-1.17533151023531E+204,-1.02061171578303E+204,7.45058059692383E-09,1.94674264493052E+207
69,-1.40346382555831E+203,-4.82135130163453E+202,-7.45663540076466E+202,-1.16142285862241E+203,-5.37891249591583E+201,-5.0865860039026E+203,-4.41699153708039E+203,7.45058059692383E-09,8.42509015768507E+206
70,-6.07389448894971E+202,-2.08657878183722E+202,-3.22707389310553E+202,-5.02639208704156E+202,-2.32787959851219E+201,-2.20136674516039E+203,-1.91158048968875E+203,7.45058059692383E-09,3.64620071123596E+206
71,-2.62865306807877E+202,-9.03027114150225E+201,-1.39660918733466E+202,-2.17531587545392E+202,-1.00745713280968E+201,-9.52704912978044E+202,-8.27291612945344E+202,7.45058059692383E-09,1.5779984994708E+206
72,-1.13762549613431E+202,-3.90811001139922E+201,-6.04422802815003E+201,-9.41430431353781E+201,-4.36006235220408E+200,-4.12310498826362E+202,-3.58034334957154E+202,7.45058059692383E-09,6.82924353754999E+205
73,-4.92340318925109E+201,-1.69134708014004E+201,-2.61581301558065E+201,-4.07430925115271E+201,-1.8869438103814E+200,-1.78439233390646E+202,-1.54949716350552E+202,7.45058059692383E-09,2.95555206883591E+205
74,-2.13074550823197E+201,-7.31978999345703E+200,-1.13206755819511E+201,-1.7632724036216E+201,-8.16630447470726E+199,-7.72246994475467E+201,-6.70589914328819E+201,7.45058059692383E-09,1.2791003841774E+205
75,-9.22142365303255E+200,-3.1678479826406E+200,-4.89933927209563E+200,-7.63104566457324E+200,-3.53421476951082E+199,-3.34211913404551E+201,-2.90217457346023E+201,7.45058059692383E-09,5.53567575564132E+204
76,-3.99084501456742E+200,-1.37097535398312E+200,-2.12032082775965E+200,-3.30253093684737E+200,-1.52954438667921E+199,-1.44639601651141E+201,-1.25600307411339E+201,7.45058059692383E-09,2.39572331208022E+204
77,-1.72716125489095E+200,-5.9332691111419E+199,-9.17620469433941E+199,-1.42924136711617E+200,-6.61965479709006E+198,-6.25967179775634E+200,-5.43574881129976E+200,7.45058059692383E-09,1.03681834860573E+204
78,-7.47486807311453E+199,-2.56777124940083E+199,-3.97117217470693E+199,-6.18521283285451E+199,-2.86495698007559E+198,-2.70902950165264E+200,-2.35251029371612E+200,7.45058059692383E-09,4.48713040333736E+203
79,-3.23504415239918E+199,-1.1112550194701E+199,-1.71854435099877E+199,-2.67658784707879E+199,-1.2400033067755E+198,-1.1723867349722E+200,-1.01814984032201E+200,7.45058059692383E-09,1.9419350959051E+203
80,-1.4001378416775E+199,-4.80905637981311E+198,-7.43654794971409E+198,-1.15812916608378E+199,-5.36757824638322E+197,-5.07360340024308E+199,-4.40666799979493E+199,7.45058059692383E-09,8.40428433354972E+202
81,-6.0602897546455E+198,-2.08103783439654E+198,-3.21743319204763E+198,-5.00972342113753E+198,-2.32408140334415E+197,-2.19551063616013E+199,-1.9074428562743E+199,7.45058059692383E-09,3.6371966201072E+202
82,-2.62355216445066E+198,-9.00409313853836E+197,-1.39149053443404E+198,-2.16568733523406E+198,-1.00692114859265E+197,-9.49933724568648E+198,-8.25830346294673E+198,7.45058059692383E-09,1.57410194726617E+202
83,-1.13620239485788E+198,-3.8945844682359E+197,-6.01262113740048E+197,-9.34848278759388E+197,-4.3688283075677E+196,-4.10875121167571E+198,-3.57730583809638E+198,7.45058059692383E-09,6.81238234956324E+201
84,-4.92506424045921E+197,-1.68329894931229E+197,-2.5926889609546E+197,-4.0216675777352E+197,-1.90183072877096E+196,-1.77582686648548E+198,-1.55146156142765E+198,7.45058059692383E-09,2.94825715541503E+201
85,-2.13925969165335E+197,-7.26303070074362E+196,-1.11262389064273E+197,-1.71633045232362E+197,-8.34173983843456E+195,-7.66193766637094E+197,-6.74711481163364E+197,7.45058059692383E-09,1.27594553857373E+201
86,-9.33597891913085E+196,-3.12137198969138E+196,-4.72092260352322E+196,-7.18625124321164E+196,-3.72122314068524E+195,-3.29253090558871E+197,-2.95265070664486E+197,7.45058059692383E-09,5.52204450381288E+200
87,-4.11788500934701E+196,-1.32896664843878E+196,-1.94892946778722E+196,-2.86835192537422E+196,-1.72163681796153E+195,-1.40161554047895E+197,-1.31041184467549E+197,7.45058059692383E-09,2.38984611437168E+200
88,-1.85936028409342E+196,-5.53268425493782E+195,-7.49361819724729E+195,-9.9961496170979E+195,-8.56333472962006E+194,-5.8333858762526E+196,-5.99610727339969E+196,7.45058059692383E-09,1.03429680918871E+200
89,-8.81675154118531E+195,-2.17579505442888E+195,-2.30306759320968E+195,-1.90823919800599E+195,-4.81923576200191E+194,-2.2927662996358E+196,-2.91916361531157E+196,7.45058059692383E-09,4.47643627016651E+199
90,-4.58310980322213E+195,-7.23172791921743E+194,-5.76325867347717E+193,1.59244671748311E+195,-3.19961756626183E+194,-7.61168899056184E+195,-1.58678274443784E+196,7.45058059692383E-09,1.93752414360977E+199
91,-2.74845870191821E+195,-9.46767585940173E+193,9.13217590079944E+194,3.10787607921525E+195,-2.49942751263289E+194,-9.90317068731599E+194,-1.00941380007362E+196,7.45058059692383E-09,8.38735399531929E+198
92,-1.95204681504053E+195,1.77155082640048E+194,1.33245331091411E+195,3.76412555656439E+195,-2.19714433254956E+194,1.86823572667169E+195,-7.58800106523292E+195,7.45058059692383E-09,3.63201580856815E+198
93,-1.60496971023873E+195,2.94630406507428E+194,1.51296086497969E+195,4.04853730852788E+195,-2.06706466426692E+194,3.09834062241063E+195,-6.49601232123123E+195,7.45058059692383E-09,1.5739930759367E+198
94,-1.45236199700181E+195,3.45303691452966E+194,1.59015082870755E+195,4.17202271619556E+195,-2.01150887539196E+194,3.62370825291254E+195,-6.01605754552985E+195,7.45058059692383E-09,6.83311428556728E+197
95,-1.38392331253454E+195,3.67066661219444E+194,1.62262604607819E+195,4.22585977034788E+195,-1.98820329407949E+194,3.84410097090465E+195,-5.8009986179926E+195,7.45058059692383E-09,2.97830339902159E+197
96,-1.35191797848241E+195,3.76318050386011E+194,1.63574859996709E+195,4.24955166234064E+195,-1.97885277558004E+194,3.93252740184253E+195,-5.70060144693463E+195,7.45058059692383E-09,1.30989403533687E+197
97,-1.33568698782159E+195,3.80154882706864E+194,1.64049467528955E+195,4.2601945460773E+195,-1.97553957417351E+194,3.96386195722541E+195,-5.64984783707956E+195,7.45058059692383E-09,5.87713401893075E+196
98,-1.32628954385502E+195,3.81648598359374E+194,1.64161454472482E+195,4.26518728384986E+195,-1.97483706279712E+194,3.97050863784875E+195,-5.62059922978394E+195,7.45058059692383E-09,2.75040959788079E+196
99,-1.31985624333717E+195,3.82128450152833E+194,1.64116403783943E+195,4.26773195534922E+195,-1.97526227547792E+194,3.96649114977977E+195,-5.60067779279697E+195,7.45058059692383E-09,1.39595417634027E+196
100,-1.31471247480396E+195,3.8216970908168E+194,1.64003288618381E+195,4.26921436155184E+195,-1.97617342161216E+194,3.95787859670675E+195,-5.58481315863679E+195,7.45058059692383E-09,8.08503472038645E+195
101,-1.31013348625056E+195,3.82021338774476E+194,1.63860615870447E+195,4.27023425642085E+195,-1.97729275347848E+194,3.94729749893733E+195,-5.57072436456287E+195,7.45058059692383E-09,5.53000365841657E+195
102,-1.30580560477007E+195,3.81791083944091E+194,1.63705051699194E+195,4.27105120938254E+195,-1.97850007339572E+194,3.93588449972788E+195,-5.55742419911754E+195,7.45058059692383E-09,4.41161330969422E+195
103,-1.301593063816E+195,3.81525572751697E+194,1.63543810049407E+195,4.27177756516995E+195,-1.97974336799107E+194,3.92413145525513E+195,-5.54448535919548E+195,7.45058059692383E-09,3.91501228726411E+195
104,-1.29743709097626E+195,3.81244983414609E+194,1.63380014141469E+195,4.2724619527595E+195,-1.98100013260274E+194,3.91225117166981E+195,-5.53172285835398E+195,7.45058059692383E-09,3.68755002535381E+195
105,-1.29331223529751E+195,3.80958047180445E+194,1.63215016810729E+195,4.27312542627137E+195,-1.98226063329992E+194,3.90033568835249E+195,-5.51905657985054E+195,7.45058059692383E-09,3.576606691976E+195
106,-1.2892074666754E+195,3.80668541296809E+194,1.63049404701305E+195,4.27377710598644E+195,-1.98352066303938E+194,3.88842477955624E+195,-5.506451792506E+195,7.45058059692383E-09,3.51613152368144E+195
107,-1.28511799607069E+195,3.80378099031134E+194,1.62883432859927E+195,4.27442094744746E+195,-1.98477840668338E+194,3.87653560046727E+195,-5.4938934072284E+195,7.45058059692383E-09,3.47753901814897E+195
108,-1.28104173547189E+195,3.80087425787784E+194,1.62717212818987E+195,4.2750586709828E+195,-1.98603308424572E+194,3.86467551739202E+195,-5.48137483578088E+195,7.45058059692383E-09,3.44845784556951E+195
109,-1.27697776584201E+195,3.79796825417777E+194,1.6255079399493E+195,4.27569102954246E+195,-1.98728436371749E+194,3.8528476603901E+195,-5.46889316909162E+195,7.45058059692383E-09,3.42353382725296E+195
110,-1.27292567407831E+195,3.79506427994483E+194,1.62384198915774E+195,4.27631835739072E+195,-1.98853210695046E+194,3.84105332633571E+195,-5.45644709052793E+195,7.45058059692383E-09,3.40044965941404E+195
111,-1.26888526606256E+195,3.79216288390107E+194,1.62217438466866E+195,4.27694080756873E+195,-1.98977625968081E+194,3.82929301891133E+195,-5.44403597280485E+195,7.45058059692383E-09,3.37820233386504E+195
112,-1.26485644247521E+195,3.78926428937488E+194,1.6205051848895E+195,4.27755845466347E+195,-1.9910168039338E+194,3.81756689869441E+195,-5.43165948714584E+195,7.45058059692383E-09,3.35635764214319E+195
113,-1.26083914505043E+195,3.78636857893205E+194,1.61883442633693E+195,4.27817133928395E+195,-1.99225373742553E+194,3.80587497794483E+195,-5.41931743413518E+195,7.45058059692383E-09,3.3347275406769E+195
114,-1.25683333331634E+195,3.78347577428009E+194,1.61716213599524E+195,4.2787794873097E+195,-1.99348706464849E+194,3.79421720490432E+195,-5.40700967051402E+195,7.45058059692383E-09,3.31323052125801E+195
115,-1.25283897452879E+195,3.78058587084884E+194,1.61548833666503E+195,4.27938291822115E+195,-1.99471679301363E+194,3.78259350027891E+195,-5.39473607749865E+195,7.45058059692383E-09,3.29183118233053E+195
116,-1.2488560393148E+195,3.77769885275622E+194,1.61381304927831E+195,4.27998164870497E+195,-1.99594293118074E+194,3.77100377302725E+195,-5.38249654706885E+195,7.45058059692383E-09,3.27051407672877E+195
117,-1.24488449978717E+195,3.77481469928479E+194,1.6121362939006E+195,4.28057569421438E+195,-1.99716548833589E+194,3.75944792719299E+195,-5.37029097603322E+195,7.45058059692383E-09,3.24927239352218E+195
118,-1.24092432872854E+195,3.77193338768459E+194,1.61045809016496E+195,4.28116506964454E+195,-1.99838447387884E+194,3.74792586486112E+195,-5.35811926346024E+195,7.45058059692383E-09,3.22810305976604E+195
119,-1.23697549923819E+195,3.76905489438595E+194,1.60877845746002E+195,4.2817497896249E+195,-1.99959989728766E+194,3.73643748743692E+195,-5.345981309566E+195,7.45058059692383E-09,3.20700462063248E+195
120,-1.23303798457925E+195,3.76617919552425E+194,1.60709741501161E+195,4.28232986864583E+195,-2.00081176806032E+194,3.72498269619901E+195,-5.33387701523227E+195,7.45058059692383E-09,3.18597632198153E+195
121,-1.22911175811253E+195,3.76330626716678E+194,1.60541498191839E+195,4.28290532111343E+195,-2.0020200956893E+194,3.71356139253808E+195,-5.32180628179745E+195,7.45058059692383E-09,3.16501771330973E+195
122,-1.22519679326788E+195,3.76043608541087E+194,1.60373117716745E+195,4.28347616137335E+195,-2.00322488965075E+194,3.70217347805981E+195,-5.30976901096552E+195,7.45058059692383E-09,3.14412847591985E+195
123,-1.22129306353177E+195,3.7575686264261E+194,1.60204601964134E+195,4.28404240372123E+195,-2.00442615939978E+194,3.69081885462887E+195,-5.29776510476621E+195,7.45058059692383E-09,3.1233083485512E+195
124,-1.21740054244196E+195,3.75470386647245E+194,1.60035952812139E+195,4.28460406240716E+195,-2.00562391436846E+194,3.67949742438742E+195,-5.28579446553714E+195,7.45058059692383E-09,3.10255709519129E+195
125,-1.21351920358511E+195,3.75184178190802E+194,1.59867172128933E+195,4.28516115163782E+195,-2.00681816396497E+194,3.66820908976268E+195,-5.27385699591563E+195,7.45058059692383E-09,3.08187449114964E+195
126,-1.20964902059581E+195,3.74898234919214E+194,1.59698261772827E+195,4.28571368557737E+195,-2.00800891757333E+194,3.65695375346966E+195,-5.26195259883465E+195,7.45058059692383E-09,3.06126031702372E+195
127,-1.20578996715607E+195,3.74612554488663E+194,1.59529223592339E+195,4.28626167834797E+195,-2.00919618455322E+194,3.64573131851188E+195,-5.25008117752054E+195,7.45058059692383E-09,3.04071435608946E+195
128,-1.2019420169952E+195,3.74327134565614E+194,1.59360059426244E+195,4.28680514403004E+195,-2.01037997424003E+194,3.63454168818114E+195,-5.23824263549151E+195,7.45058059692383E-09,3.02023639317069E+195
129,-1.19810514388961E+195,3.74041972826815E+194,1.5919077110362E+195,4.28734409666246E+195,-2.01156029594485E+194,3.623384766057E+195,-5.22643687655648E+195,7.45058059692383E-09,2.9998262141456E+195
130,-1.19427932166285E+195,3.7375706695928E+194,1.59021360443897E+195,4.28787855024272E+195,-2.01273715895451E+194,3.61226045600598E+195,-5.21466380481409E+195,7.45058059692383E-09,2.97948360573841E+195
131,-1.19046452418551E+195,3.7347241466027E+194,1.58851829256897E+195,4.28840851872705E+195,-2.01391057253167E+194,3.60116866218075E+195,-5.20292332465173E+195,7.45058059692383E-09,2.95920835541832E+195
132,-1.18666072537523E+195,3.73188013637262E+194,1.58682179342876E+195,4.28893401603055E+195,-2.01508054591484E+194,3.59010928901935E+195,-5.19121534074469E+195,7.45058059692383E-09,2.93900025136344E+195
133,-1.18286789919666E+195,3.72903861607924E+194,1.58512412492568E+195,4.28945505602733E+195,-2.01624708831843E+194,3.57908224124426E+195,-5.17953975805516E+195,7.45058059692383E-09,2.91885908243977E+195
