T(rees),Training Error,Testing Error
112,0.0136,0.1402
113,0.0136,0.1392
114,0.0136,0.1406
115,0.0136,0.1398
116,0.0136,0.1406
117,0.0136,0.1394
118,0.0136,0.1404
119,0.0136,0.1392
120,0.0136,0.14
121,0.0136,0.1392
122,0.0136,0.1396
123,0.0136,0.1392
124,0.0136,0.14
125,0.0136,0.1392
126,0.0136,0.1402
127,0.0136,0.1394
128,0.0136,0.14
129,0.0136,0.1394
130,0.0136,0.1402
131,0.0136,0.14
132,0.0136,0.1412
133,0.0136,0.1396
134,0.0136,0.1402
135,0.0136,0.139
136,0.0136,0.1392
137,0.0136,0.1392
138,0.0136,0.1396
139,0.0136,0.1394
140,0.0136,0.1396
141,0.0136,0.1392
142,0.0136,0.14
143,0.0136,0.139
144,0.0136,0.1394
145,0.0136,0.1392
146,0.0136,0.1402
147,0.0136,0.1394
148,0.0136,0.1398
149,0.0136,0.1396
150,0.0136,0.1398
151,0.0136,0.1398
152,0.0136,0.1408
153,0.0136,0.1394
154,0.0136,0.1394
155,0.0136,0.1388
156,0.0136,0.1394
157,0.0136,0.1388
158,0.0136,0.1402
159,0.0136,0.1392
160,0.0136,0.1396
161,0.0136,0.139
162,0.0136,0.1398
163,0.0136,0.139
164,0.0136,0.1398
165,0.0136,0.1396
166,0.0136,0.14
167,0.0136,0.1396
168,0.0136,0.14
169,0.0136,0.1394
170,0.0136,0.1392
171,0.0136,0.1394
172,0.0136,0.1394
173,0.0136,0.1396
174,0.0136,0.1404
175,0.0136,0.14
176,0.0136,0.1406
177,0.0136,0.1406
178,0.0136,0.1408
179,0.0136,0.1408
180,0.0136,0.1404
181,0.0136,0.1394
182,0.0136,0.1398
183,0.0136,0.1398
184,0.0136,0.1394
185,0.0136,0.1394
186,0.0136,0.1402
187,0.0136,0.1404
188,0.0136,0.1406
189,0.0136,0.1396
190,0.0136,0.1402
191,0.0136,0.14
192,0.0136,0.1404
193,0.0136,0.1398
194,0.0136,0.1404
195,0.0136,0.1402
196,0.0136,0.141
197,0.0136,0.1406
198,0.0136,0.1414
199,0.0136,0.1406
200,0.0136,0.1402
201,0.0136,0.1404
202,0.0136,0.1402
203,0.0136,0.1402
204,0.0136,0.1404
205,0.0136,0.1406
206,0.0136,0.1408
207,0.0136,0.1408
208,0.0136,0.1412
209,0.0136,0.1408
210,0.0136,0.141
211,0.0136,0.1402
212,0.0136,0.1404
213,0.0136,0.1398
214,0.0136,0.1416
215,0.0136,0.1412
216,0.0136,0.1418
217,0.0136,0.141
218,0.0136,0.1414
219,0.0136,0.1406
220,0.0136,0.1406
221,0.0136,0.1406
222,0.0136,0.1408
223,0.0136,0.1406
224,0.0136,0.1412
225,0.0136,0.1404
226,0.0136,0.141
227,0.0136,0.1406
228,0.0136,0.1412
229,0.0136,0.1408
230,0.0136,0.1416
231,0.0136,0.1414
232,0.0136,0.1418
233,0.0136,0.1412
234,0.0136,0.1422
235,0.0136,0.1412
236,0.0136,0.1418
237,0.0136,0.141
238,0.0136,0.1418
239,0.0136,0.1408
240,0.0136,0.1412
241,0.0136,0.141
242,0.0136,0.1412
243,0.0136,0.1412
244,0.0136,0.141
245,0.0136,0.1408
246,0.0136,0.1418
247,0.0136,0.1414
248,0.0136,0.142
249,0.0136,0.1418
250,0.0136,0.1424
251,0.0136,0.1424
252,0.0136,0.1426
253,0.0136,0.1426
254,0.0136,0.1424
255,0.0136,0.1426
256,0.0136,0.1428
257,0.0136,0.1424
258,0.0136,0.1426
259,0.0136,0.1426
260,0.0136,0.1426
261,0.0136,0.1426
262,0.0136,0.1426
263,0.0136,0.1422
264,0.0136,0.1428
265,0.0136,0.1418
266,0.0136,0.142
267,0.0136,0.1418
268,0.0136,0.1422
269,0.0136,0.142
270,0.0136,0.1426
271,0.0136,0.142
272,0.0136,0.143
273,0.0136,0.1422
274,0.0136,0.1426
275,0.0136,0.1422
276,0.0136,0.1422
277,0.0136,0.1418
278,0.0136,0.142
279,0.0136,0.1414
280,0.0136,0.1424
281,0.0136,0.1414
282,0.0136,0.1416
283,0.0136,0.1414
284,0.0136,0.1414
285,0.0136,0.1418
286,0.0136,0.1414
287,0.0136,0.1418
288,0.0136,0.1416
289,0.0136,0.142
290,0.0136,0.1418
291,0.0136,0.142
292,0.0136,0.142
293,0.0136,0.1422
294,0.0136,0.1416
295,0.0136,0.1418
296,0.0136,0.1418
297,0.0136,0.1412
298,0.0136,0.1414
299,0.0136,0.141
300,0.0136,0.1412
301,0.0136,0.1408
302,0.0136,0.141
303,0.0136,0.141
304,0.0136,0.1414
305,0.0136,0.1414
306,0.0136,0.1414
307,0.0136,0.1414
308,0.0136,0.1418
309,0.0136,0.141
310,0.0136,0.1418
311,0.0136,0.1412
312,0.0136,0.1412
313,0.0136,0.1414
314,0.0136,0.1412
315,0.0136,0.1414
316,0.0136,0.1416
317,0.0136,0.1412
318,0.0136,0.1416
319,0.0136,0.1416
320,0.0136,0.1416
321,0.0136,0.1416
322,0.0136,0.1414
323,0.0136,0.1414
324,0.0136,0.1416
325,0.0136,0.1412
326,0.0136,0.1418
327,0.0136,0.1412
328,0.0136,0.1412
329,0.0136,0.141
330,0.0136,0.142
331,0.0136,0.1416
332,0.0136,0.1418
333,0.0136,0.1416
334,0.0136,0.1428
335,0.0136,0.1424
336,0.0136,0.1424
337,0.0136,0.1422
338,0.0136,0.1426
339,0.0136,0.1424
340,0.0136,0.1428
341,0.0136,0.1426
342,0.0136,0.1426
343,0.0136,0.1426
344,0.0136,0.1428
345,0.0136,0.1426
346,0.0136,0.1432
347,0.0136,0.1424
348,0.0136,0.1426
349,0.0136,0.142
350,0.0136,0.1424
351,0.0136,0.1414
352,0.0136,0.1422
353,0.0136,0.1416
354,0.0136,0.1422
355,0.0136,0.1424
356,0.0136,0.1422
357,0.0136,0.141
358,0.0136,0.1418
359,0.0136,0.1412
360,0.0136,0.1414
361,0.0136,0.1414
362,0.0136,0.1422
363,0.0136,0.1418
364,0.0136,0.1422
365,0.0136,0.1416
366,0.0136,0.142
367,0.0136,0.1416
368,0.0136,0.1418
369,0.0136,0.1418
370,0.0136,0.1418
371,0.0136,0.142
372,0.0136,0.142
373,0.0136,0.1418
374,0.0136,0.1422
375,0.0136,0.1424
376,0.0136,0.1422
377,0.0136,0.1428
378,0.0136,0.1428
379,0.0136,0.1424
380,0.0136,0.1428
381,0.0136,0.1426
382,0.0136,0.1426
383,0.0136,0.1428
384,0.0136,0.1426
385,0.0136,0.1424
386,0.0136,0.1424
387,0.0136,0.1422
388,0.0136,0.142
389,0.0136,0.1418
390,0.0136,0.1424
391,0.0136,0.142
392,0.0136,0.142
393,0.0136,0.142
394,0.0136,0.142
395,0.0136,0.1422
396,0.0136,0.1424
397,0.0136,0.1424
398,0.0136,0.1424
399,0.0136,0.1418
400,0.0136,0.1422
401,0.0136,0.1418
402,0.0136,0.1418
403,0.0136,0.1412
404,0.0136,0.1424
405,0.0136,0.1424
406,0.0136,0.1424
407,0.0136,0.1418
408,0.0136,0.1422
409,0.0136,0.1418
410,0.0136,0.1418
411,0.0136,0.1418
412,0.0136,0.1422
413,0.0136,0.1418
414,0.0136,0.142
415,0.0136,0.1418
416,0.0136,0.142
417,0.0136,0.1416
418,0.0136,0.142
419,0.0136,0.142
420,0.0136,0.1418
421,0.0136,0.1416
422,0.0136,0.142
423,0.0136,0.1426
424,0.0136,0.1422
425,0.0136,0.142
426,0.0136,0.1422
427,0.0136,0.1426
428,0.0136,0.1426
429,0.0136,0.1428
430,0.0136,0.1426
431,0.0136,0.1424
432,0.0136,0.1424
433,0.0136,0.1426
434,0.0136,0.1422
435,0.0136,0.1422
436,0.0136,0.1422
437,0.0136,0.1422
438,0.0136,0.142
439,0.0136,0.1426
440,0.0136,0.1422
441,0.0136,0.1418
442,0.0136,0.142
443,0.0136,0.142
444,0.0136,0.142
445,0.0136,0.142
446,0.0136,0.142
447,0.0136,0.1418
448,0.0136,0.1418
449,0.0136,0.1418
450,0.0136,0.142
451,0.0136,0.1422
452,0.0136,0.1422
453,0.0136,0.1422
454,0.0136,0.1422
455,0.0136,0.142
456,0.0136,0.1422
457,0.0136,0.142
458,0.0136,0.1422
459,0.0136,0.1422
460,0.0136,0.142
461,0.0136,0.142
462,0.0136,0.1418
463,0.0136,0.1418
464,0.0136,0.142
465,0.0136,0.142
466,0.0136,0.1418
467,0.0136,0.1418
468,0.0136,0.142
469,0.0136,0.1418
470,0.0136,0.1422
471,0.0136,0.1422
472,0.0136,0.1422
473,0.0136,0.1424
474,0.0136,0.1422
475,0.0136,0.1422
476,0.0136,0.1422
477,0.0136,0.142
478,0.0136,0.1424
479,0.0136,0.142
480,0.0136,0.142
481,0.0136,0.1422
482,0.0136,0.1418
483,0.0136,0.142
484,0.0136,0.1424
485,0.0136,0.1414
486,0.0136,0.1418
487,0.0136,0.1418
488,0.0136,0.1422
489,0.0136,0.1422
490,0.0136,0.1426
491,0.0136,0.1422
492,0.0136,0.1426
493,0.0136,0.1426
494,0.0136,0.1428
495,0.0136,0.1424
496,0.0136,0.1426
497,0.0136,0.1426
498,0.0136,0.1428
499,0.0136,0.143
500,0.0136,0.143
501,0.0136,0.1426
502,0.0136,0.1424
503,0.0136,0.1426
504,0.0136,0.1426
505,0.0136,0.1428
506,0.0136,0.1426
507,0.0136,0.1426
508,0.0136,0.1424
509,0.0136,0.1424
510,0.0136,0.1426
511,0.0136,0.1424
512,0.0136,0.1424
513,0.0136,0.1426
514,0.0136,0.1426
515,0.0136,0.1426
516,0.0136,0.1426
517,0.0136,0.1426
518,0.0136,0.1424
519,0.0136,0.1426
520,0.0136,0.1426
521,0.0136,0.1428
522,0.0136,0.1428
523,0.0136,0.1426
524,0.0136,0.1426
525,0.0136,0.142
526,0.0136,0.1426
527,0.0136,0.1418
528,0.0136,0.1424
529,0.0136,0.1416
530,0.0136,0.142
531,0.0136,0.1418
532,0.0136,0.1424
533,0.0136,0.1424
534,0.0136,0.1426
535,0.0136,0.1422
536,0.0136,0.1426
537,0.0136,0.1424
538,0.0136,0.1426
539,0.0136,0.1424
540,0.0136,0.1428
541,0.0136,0.1424
542,0.0136,0.1424
543,0.0136,0.1424
544,0.0136,0.1426
545,0.0136,0.1424
546,0.0136,0.1426
547,0.0136,0.1422
548,0.0136,0.1428
549,0.0136,0.142
550,0.0136,0.1424
551,0.0136,0.142
552,0.0136,0.1422
553,0.0136,0.1422
554,0.0136,0.1424
555,0.0136,0.1416
556,0.0136,0.1418
557,0.0136,0.1418
558,0.0136,0.142
559,0.0136,0.142
560,0.0136,0.1422
561,0.0136,0.1418
562,0.0136,0.142
563,0.0136,0.142
564,0.0136,0.142
565,0.0136,0.1418
566,0.0136,0.142
567,0.0136,0.1418
568,0.0136,0.142
569,0.0136,0.1418
570,0.0136,0.142
571,0.0136,0.1418
572,0.0136,0.142
573,0.0136,0.1416
574,0.0136,0.142
575,0.0136,0.1418
576,0.0136,0.142
577,0.0136,0.142
578,0.0136,0.142
579,0.0136,0.1416
580,0.0136,0.1416
581,0.0136,0.1416
582,0.0136,0.1416
583,0.0136,0.1416
584,0.0136,0.1418
585,0.0136,0.1416
586,0.0136,0.142
587,0.0136,0.1414
588,0.0136,0.142
589,0.0136,0.1416
590,0.0136,0.1422
591,0.0136,0.1416
592,0.0136,0.142
593,0.0136,0.1418
594,0.0136,0.142
595,0.0136,0.1418
596,0.0136,0.1422
597,0.0136,0.1426
598,0.0136,0.1424
599,0.0136,0.1426
600,0.0136,0.1426
601,0.0136,0.1424
602,0.0136,0.1424
603,0.0136,0.1424
604,0.0136,0.1424
605,0.0136,0.142
606,0.0136,0.1424
607,0.0136,0.142
608,0.0136,0.142
609,0.0136,0.1418
610,0.0136,0.1424
611,0.0136,0.1422
612,0.0136,0.1424
613,0.0136,0.1422
614,0.0136,0.1422
615,0.0136,0.142
616,0.0136,0.1422
617,0.0136,0.142
618,0.0136,0.142
619,0.0136,0.142
620,0.0136,0.142
621,0.0136,0.142
622,0.0136,0.142
623,0.0136,0.1418
624,0.0136,0.142
625,0.0136,0.142
626,0.0136,0.142
627,0.0136,0.142
628,0.0136,0.1422
629,0.0136,0.1418
630,0.0136,0.1422
631,0.0136,0.1418
632,0.0136,0.1418
633,0.0136,0.1418
634,0.0136,0.1422
635,0.0136,0.1422
636,0.0136,0.1422
637,0.0136,0.1422
638,0.0136,0.1424
639,0.0136,0.1422
640,0.0136,0.1424
641,0.0136,0.1424
642,0.0136,0.1426
643,0.0136,0.1426
644,0.0136,0.1426
645,0.0136,0.1424
646,0.0136,0.1426
647,0.0136,0.1426
648,0.0136,0.1428
649,0.0136,0.1428
650,0.0136,0.1428
651,0.0136,0.1428
652,0.0136,0.1428
653,0.0136,0.1428
654,0.0136,0.143
655,0.0136,0.1428
656,0.0136,0.143
657,0.0136,0.143
658,0.0136,0.143
659,0.0136,0.1428
660,0.0136,0.143
661,0.0136,0.1428
662,0.0136,0.1428
663,0.0136,0.1428
664,0.0136,0.1428
665,0.0136,0.1426
666,0.0136,0.1428
667,0.0136,0.1426
668,0.0136,0.1428
669,0.0136,0.1428
670,0.0136,0.1428
671,0.0136,0.1428
672,0.0136,0.1428
673,0.0136,0.1428
674,0.0136,0.1428
675,0.0136,0.1428
676,0.0136,0.1428
677,0.0136,0.1424
678,0.0136,0.1424
679,0.0136,0.1424
680,0.0136,0.1426
681,0.0136,0.1426
682,0.0136,0.1426
683,0.0136,0.1426
684,0.0136,0.143
685,0.0136,0.1426
686,0.0136,0.143
687,0.0136,0.1426
688,0.0136,0.1428
689,0.0136,0.1424
690,0.0136,0.1432
691,0.0136,0.1428
692,0.0136,0.1428
693,0.0136,0.1424
694,0.0136,0.1426
695,0.0136,0.1426
696,0.0136,0.143
697,0.0136,0.1428
698,0.0136,0.143
699,0.0136,0.143
700,0.0136,0.1432
701,0.0136,0.1428
702,0.0136,0.143
703,0.0136,0.143
704,0.0136,0.143
705,0.0136,0.1428
706,0.0136,0.1428
707,0.0136,0.1428
708,0.0136,0.1428
709,0.0136,0.1424
710,0.0136,0.1424
711,0.0136,0.1424
712,0.0136,0.1426
713,0.0136,0.1424
714,0.0136,0.1426
715,0.0136,0.1424
716,0.0136,0.1424
717,0.0136,0.1424
718,0.0136,0.1424
719,0.0136,0.1424
720,0.0136,0.1426
721,0.0136,0.1424
722,0.0136,0.1426
723,0.0136,0.1422
724,0.0136,0.1424
725,0.0136,0.1424
726,0.0136,0.1424
727,0.0136,0.1424
728,0.0136,0.1424
729,0.0136,0.1424
730,0.0136,0.1424
731,0.0136,0.1422
732,0.0136,0.1424
733,0.0136,0.1422
734,0.0136,0.1422
735,0.0136,0.1422
736,0.0136,0.1422
737,0.0136,0.1422
738,0.0136,0.1422
739,0.0136,0.1422
740,0.0136,0.1426
741,0.0136,0.1426
742,0.0136,0.1426
743,0.0136,0.1426
744,0.0136,0.1424
745,0.0136,0.1426
746,0.0136,0.1428
747,0.0136,0.143
748,0.0136,0.143
749,0.0136,0.143
750,0.0136,0.1428
751,0.0136,0.1426
752,0.0136,0.1428
753,0.0136,0.1428
754,0.0136,0.1426
755,0.0136,0.143
756,0.0136,0.143
757,0.0136,0.143
758,0.0136,0.1434
759,0.0136,0.143
760,0.0136,0.143
761,0.0136,0.1432
762,0.0136,0.143
763,0.0136,0.1432
764,0.0136,0.143
765,0.0136,0.1428
766,0.0136,0.1428
767,0.0136,0.1426
768,0.0136,0.1426
769,0.0136,0.1426
770,0.0136,0.1428
771,0.0136,0.1426
772,0.0136,0.1428
773,0.0136,0.1428
774,0.0136,0.1428
775,0.0136,0.143
776,0.0136,0.1428
777,0.0136,0.1428
778,0.0136,0.1428
779,0.0136,0.143
780,0.0136,0.1428
781,0.0136,0.1428
782,0.0136,0.143
783,0.0136,0.143
784,0.0136,0.143
785,0.0136,0.1426
786,0.0136,0.1434
787,0.0136,0.1436
788,0.0136,0.1434
789,0.0136,0.1434
790,0.0136,0.1434
791,0.0136,0.1434
792,0.0136,0.1432
793,0.0136,0.1434
794,0.0136,0.1434
795,0.0136,0.1434
796,0.0136,0.1432
797,0.0136,0.1432
798,0.0136,0.1432
799,0.0136,0.143
800,0.0136,0.1428
801,0.0136,0.1428
802,0.0136,0.1428
803,0.0136,0.1426
804,0.0136,0.1428
805,0.0136,0.1428
806,0.0136,0.1426
807,0.0136,0.1422
808,0.0136,0.1426
809,0.0136,0.1422
810,0.0136,0.1418
811,0.0136,0.1422
812,0.0136,0.142
813,0.0136,0.1418
814,0.0136,0.1418
815,0.0136,0.1424
816,0.0136,0.1424
817,0.0136,0.1426
818,0.0136,0.1428
819,0.0136,0.1424
820,0.0136,0.1428
821,0.0136,0.1428
822,0.0136,0.1428
823,0.0136,0.1428
824,0.0136,0.1424
825,0.0136,0.1424
826,0.0136,0.1424
827,0.0136,0.1422
828,0.0136,0.1422
829,0.0136,0.1424
830,0.0136,0.1424
831,0.0136,0.142
832,0.0136,0.1424
833,0.0136,0.1424
834,0.0136,0.1424
835,0.0136,0.1424
836,0.0136,0.1424
837,0.0136,0.1424
838,0.0136,0.1424
839,0.0136,0.1428
840,0.0136,0.1424
841,0.0136,0.1424
842,0.0136,0.1424
843,0.0136,0.1428
844,0.0136,0.1424
845,0.0136,0.1428
846,0.0136,0.1428
847,0.0136,0.1428
848,0.0136,0.1426
849,0.0136,0.1426
850,0.0136,0.1426
851,0.0136,0.1426
852,0.0136,0.1426
853,0.0136,0.1426
854,0.0136,0.1426
855,0.0136,0.1428
856,0.0136,0.1426
857,0.0136,0.1428
858,0.0136,0.1428
859,0.0136,0.1432
860,0.0136,0.1432
861,0.0136,0.143
862,0.0136,0.1432
863,0.0136,0.143
864,0.0136,0.1432
865,0.0136,0.143
866,0.0136,0.1432
867,0.0136,0.143
868,0.0136,0.143
869,0.0136,0.143
870,0.0136,0.1426
871,0.0136,0.1426
872,0.0136,0.1426
873,0.0136,0.1426
874,0.0136,0.1426
875,0.0136,0.1426
876,0.0136,0.1428
877,0.0136,0.1424
878,0.0136,0.1428
879,0.0136,0.1426
880,0.0136,0.1426
881,0.0136,0.1424
882,0.0136,0.1426
883,0.0136,0.1424
884,0.0136,0.1428
885,0.0136,0.1426
886,0.0136,0.1428
887,0.0136,0.1426
888,0.0136,0.1426
889,0.0136,0.1424
890,0.0136,0.1424
891,0.0136,0.1424
892,0.0136,0.1424
893,0.0136,0.1424
894,0.0136,0.1426
895,0.0136,0.1424
896,0.0136,0.1424
897,0.0136,0.1424
898,0.0136,0.1424
899,0.0136,0.1424
900,0.0136,0.1426
901,0.0136,0.1424
902,0.0136,0.1426
903,0.0136,0.1426
904,0.0136,0.1426
905,0.0136,0.1424
906,0.0136,0.1426
907,0.0136,0.1426
908,0.0136,0.1426
909,0.0136,0.1426
910,0.0136,0.1426
911,0.0136,0.1426
912,0.0136,0.1426
913,0.0136,0.1426
914,0.0136,0.1426
915,0.0136,0.1426
916,0.0136,0.1426
917,0.0136,0.1426
918,0.0136,0.1426
919,0.0136,0.1424
920,0.0136,0.1426
921,0.0136,0.1428
922,0.0136,0.1428
923,0.0136,0.1428
924,0.0136,0.1426
925,0.0136,0.1426
926,0.0136,0.1428
927,0.0136,0.1428
928,0.0136,0.1428
929,0.0136,0.1428
930,0.0136,0.1428
931,0.0136,0.1428
932,0.0136,0.1428
933,0.0136,0.1428
934,0.0136,0.1428
935,0.0136,0.1428
936,0.0136,0.1428
937,0.0136,0.143
938,0.0136,0.1428
939,0.0136,0.1428
940,0.0136,0.1428
941,0.0136,0.1428
942,0.0136,0.1428
943,0.0136,0.1428
944,0.0136,0.1428
945,0.0136,0.1426
946,0.0136,0.1426
947,0.0136,0.1426
948,0.0136,0.1426
949,0.0136,0.1426
950,0.0136,0.1428
951,0.0136,0.1426
952,0.0136,0.1428
953,0.0136,0.1426
954,0.0136,0.1426
955,0.0136,0.1426
956,0.0136,0.1426
957,0.0136,0.1426
958,0.0136,0.1426
959,0.0136,0.1426
960,0.0136,0.1426
961,0.0136,0.1426
962,0.0136,0.1426
963,0.0136,0.1424
964,0.0136,0.1428
965,0.0136,0.1426
966,0.0136,0.1428
967,0.0136,0.1428
968,0.0136,0.1428
969,0.0136,0.1426
970,0.0136,0.1426
971,0.0136,0.1426
972,0.0136,0.1426
973,0.0136,0.1424
974,0.0136,0.1426
975,0.0136,0.1426
976,0.0136,0.1426
977,0.0136,0.1426
978,0.0136,0.1426
979,0.0136,0.1426
980,0.0136,0.1426
981,0.0136,0.1426
982,0.0136,0.1426
983,0.0136,0.1426
984,0.0136,0.1426
985,0.0136,0.1426
986,0.0136,0.1426
987,0.0136,0.1426
988,0.0136,0.1426
989,0.0136,0.1426
990,0.0136,0.1426
991,0.0136,0.1424
992,0.0136,0.1426
993,0.0136,0.1426
994,0.0136,0.1424
995,0.0136,0.1426
996,0.0136,0.1426
997,0.0136,0.1426
998,0.0136,0.1426
999,0.0136,0.1426
1000,0.0136,0.1426
