TreeBias,EnsBias,TreeVar,EnsVar
0.1518,0.1258,0.114892159999995,0.0813817599999954
0.1412,0.1292,0.0912825599999954,0.0861036799999955
0.1516,0.1094,0.0921964799999952,0.0573151999999973
0.1496,0.1206,0.113521279999995,0.0826003199999959
0.1396,0.1192,0.0906732799999956,0.0723948799999965
0.1648,0.1196,0.112302719999995,0.0882361599999953
0.1498,0.119,0.106057599999995,0.0752889599999959
0.1658,0.1166,0.111236479999995,0.0841235199999953
0.1578,0.1136,0.123117439999995,0.0736134399999959
0.1668,0.1156,0.127839359999996,0.0894547199999956
0.1512,0.1178,0.101640319999995,0.0728518399999962
0.167,0.125,0.127687039999996,0.0893023999999952
0.1612,0.1208,0.114739839999995,0.0897593599999956
0.1494,0.1176,0.107885439999995,0.0809247999999956
0.1642,0.1186,0.109103999999995,0.0740703999999962
0.1644,0.1146,0.108342399999995,0.0682822399999966
0.1536,0.1154,0.102249599999995,0.0762028799999959
0.1344,0.1236,0.0873222399999957,0.077573759999996
0.1542,0.1148,0.106666879999995,0.0839711999999955
0.1706,0.1166,0.138044799999996,0.0819910399999954
0.1396,0.1178,0.0903686399999955,0.0688915199999963
0.153,0.1174,0.104229759999995,0.0786399999999959
0.1396,0.1142,0.095852159999995,0.0673683199999964
0.1326,0.1092,0.0978323199999949,0.062341759999997
0.1588,0.1124,0.120223359999995,0.0803155199999958
0.1512,0.11,0.0988985599999947,0.0672159999999969
0.1786,0.1214,0.129210239999996,0.0838188799999955
0.1474,0.1092,0.110627199999995,0.0857990399999952
0.1712,0.118,0.147640959999996,0.0797062399999957
0.1492,0.119,0.0967660799999951,0.0688915199999967
0.1482,0.117,0.110017919999995,0.0871699199999954
0.1638,0.1244,0.128600959999995,0.0952428799999949
0.1524,0.1102,0.117786239999995,0.0713286399999963
0.142,0.1196,0.0976799999999949,0.0827526399999956
0.158,0.1176,0.122051199999995,0.0891500799999953
0.1454,0.1174,0.108190079999995,0.0813817599999958
0.1432,0.1194,0.105600639999995,0.0822956799999958
0.1586,0.1224,0.110627199999995,0.0934150399999952
0.173,0.1184,0.127382399999996,0.0873222399999957
0.1484,0.124,0.0876268799999955,0.076050559999996
0.1532,0.1108,0.121137279999995,0.0830572799999957
0.1512,0.1216,0.104991359999995,0.0830572799999953
0.1486,0.1128,0.111845759999995,0.081838719999996
0.1554,0.1116,0.121289599999995,0.0742227199999965
0.1544,0.1262,0.105295999999995,0.0893023999999952
0.1432,0.1164,0.110474879999995,0.0891500799999952
0.1524,0.1114,0.109560959999995,0.073461119999996
0.143,0.12,0.0838188799999958,0.073308799999996
0.1608,0.1052,0.116263039999995,0.0611231999999969
0.1546,0.1208,0.111845759999995,0.0888454399999955
0.1396,0.1146,0.109865599999995,0.0832095999999956
0.1656,0.1234,0.116567679999995,0.0819910399999959
0.147,0.115,0.091130239999995,0.0637126399999964
0.1486,0.1146,0.0978323199999953,0.0746796799999961
0.1652,0.114,0.106819199999995,0.0720902399999965
0.1526,0.1088,0.111236479999995,0.0708716799999966
0.1642,0.128,0.120071039999995,0.0912825599999949
0.1732,0.1112,0.126620799999996,0.0714809599999964
0.179,0.1182,0.130428799999996,0.0871699199999953
0.153,0.1204,0.099050879999995,0.0775737599999959
0.1444,0.1148,0.103163519999994,0.0690438399999967
0.1488,0.1198,0.111084159999995,0.0804678399999957
0.1654,0.119,0.114892159999995,0.0847327999999956
0.1464,0.1158,0.0988985599999949,0.0771167999999957
0.175,0.1132,0.122203519999995,0.0830572799999959
0.1634,0.1184,0.111845759999995,0.0818387199999959
0.1524,0.1242,0.114739839999995,0.0963091199999948
0.1502,0.1156,0.117024639999995,0.079401599999996
0.1666,0.1164,0.117329279999995,0.077573759999996
0.1528,0.1152,0.115349119999995,0.0757459199999965
0.1498,0.1152,0.0880838399999955,0.0699577599999966
0.158,0.1154,0.117481599999995,0.0762028799999961
0.169,0.1096,0.126773119999995,0.0675206399999967
0.136,0.1116,0.0888454399999952,0.0766598399999959
0.141,0.1104,0.110017919999995,0.075441279999996
0.1596,0.1056,0.113216639999995,0.0669113599999965
0.163,0.1136,0.120375679999995,0.0794015999999959
0.1812,0.118,0.131799679999996,0.076964479999996
0.1432,0.1166,0.100117119999995,0.0801631999999958
0.1714,0.1128,0.130428799999996,0.0800108799999961
0.151,0.131,0.109713279999995,0.0978323199999948
0.1612,0.1266,0.119004799999995,0.0917395199999951
0.1388,0.1136,0.109865599999995,0.078487679999996
0.1538,0.1186,0.114282879999995,0.0758982399999959
0.151,0.1194,0.110931839999995,0.0874745599999957
0.152,0.1192,0.104991359999995,0.0751366399999962
0.1468,0.1156,0.114435199999995,0.0821433599999958
0.16,0.1198,0.108951679999995,0.0868652799999952
0.1522,0.1214,0.105143679999995,0.0810771199999954
0.1582,0.1114,0.113368959999995,0.0762028799999961
0.164,0.1236,0.132104319999996,0.0946335999999952
0.1466,0.1096,0.0996601599999951,0.0705670399999965
0.151,0.1278,0.0981369599999948,0.088083839999995
0.1414,0.1222,0.105143679999995,0.0889977599999953
0.148,0.1064,0.114130559999995,0.0790969599999957
0.1704,0.1078,0.112911999999995,0.0609708799999974
0.1582,0.1158,0.118852479999995,0.0655404799999967
0.1468,0.1044,0.119918719999995,0.073613439999996
0.1616,0.123,0.114739839999995,0.0874745599999956
0.148,0.1078,0.101031039999995,0.0719379199999965
FinalVals
0.154666,0.116836,0.110811507199995,0.0791426559999959
