Tree#,Training Error,Testing Error
475,0.0676,0.1656
476,0.0702,0.1658
477,0.0639999999999999,0.1646
478,0.069,0.1636
479,0.07,0.1796
480,0.074,0.1788
481,0.0704,0.1698
482,0.0679999999999999,0.1728
483,0.0639999999999999,0.1694
484,0.0664,0.1722
485,0.0669999999999999,0.1724
486,0.075,0.1744
487,0.0676,0.1744
488,0.0708,0.1686
489,0.0668,0.1682
490,0.0664,0.1704
491,0.075,0.1776
492,0.0658,0.1738
493,0.0692,0.1682
494,0.0644,0.164
495,0.0674,0.173
496,0.0639999999999999,0.1708
497,0.072,0.1708
498,0.0679999999999999,0.1684
499,0.0696,0.1714
500,0.0758,0.1752
501,0.0726,0.1702
502,0.0656,0.1652
503,0.0726,0.184
504,0.0678,0.1696
505,0.0684,0.1624
506,0.0662,0.1652
507,0.0682,0.1718
508,0.0654,0.1722
509,0.0726,0.177
510,0.0610000000000001,0.1702
511,0.0666,0.1716
512,0.071,0.17
513,0.0688,0.1718
514,0.0694,0.177
515,0.0652,0.1578
516,0.0714,0.173
517,0.0712,0.1738
518,0.0639999999999999,0.1682
519,0.0702,0.1814
520,0.0696,0.1686
521,0.0696,0.1668
522,0.0658,0.1746
523,0.0682,0.1658
524,0.0664,0.177
525,0.0732,0.1804
526,0.0704,0.1672
527,0.0712,0.1724
528,0.0684,0.1802
529,0.0679999999999999,0.1684
530,0.0649999999999999,0.17
531,0.0696,0.1718
532,0.0684,0.1678
533,0.0712,0.1852
534,0.0654,0.169
535,0.0678,0.1718
536,0.0706,0.175
537,0.0742,0.1666
538,0.0678,0.1798
539,0.0716,0.174
540,0.0714,0.1682
541,0.0702,0.173
542,0.0708,0.1826
543,0.0688,0.1714
544,0.0659999999999999,0.1752
545,0.07,0.173
546,0.0669999999999999,0.1584
547,0.0676,0.1724
548,0.0664,0.1674
549,0.0672,0.1698
550,0.0669999999999999,0.1638
551,0.0666,0.178
552,0.0708,0.1788
553,0.0742,0.1772
554,0.0679999999999999,0.1602
555,0.0688,0.1706
556,0.0714,0.174
557,0.0722,0.1786
558,0.0679999999999999,0.1792
559,0.0738,0.18
560,0.0654,0.1716
561,0.0669999999999999,0.1664
562,0.0639999999999999,0.1788
563,0.0714,0.1866
564,0.0704,0.1644
565,0.0676,0.166
566,0.0686,0.161
567,0.0649999999999999,0.169
568,0.0646,0.1752
569,0.0642,0.1672
570,0.0694,0.166
571,0.0696,0.1704
572,0.0694,0.1664
573,0.0686,0.1732
574,0.0664,0.168
575,0.0679999999999999,0.1612
576,0.0659999999999999,0.1792
577,0.0706,0.1704
578,0.0712,0.1778
579,0.0734,0.1868
580,0.0649999999999999,0.1752
581,0.0648,0.1566
582,0.0694,0.1782
583,0.0716,0.1702
584,0.0678,0.1722
585,0.0704,0.1604
586,0.0676,0.1686
587,0.0672,0.1618
588,0.0708,0.1732
589,0.0666,0.1656
590,0.0668,0.1742
591,0.0672,0.1754
592,0.0674,0.174
593,0.0668,0.1686
594,0.0766,0.1744
595,0.0702,0.173
596,0.0674,0.1668
597,0.0662,0.1696
598,0.074,0.172
599,0.0758,0.1798
600,0.0744,0.1768
601,0.0659999999999999,0.1782
602,0.0622,0.1672
603,0.0678,0.17
604,0.073,0.1752
605,0.0664,0.1732
606,0.0706,0.175
607,0.0696,0.168
608,0.0708,0.1668
609,0.073,0.1706
610,0.0726,0.164
611,0.0706,0.178
612,0.0688,0.1758
613,0.0636,0.1642
614,0.0736,0.1856
615,0.0712,0.1736
616,0.071,0.1724
617,0.0632,0.1686
618,0.0684,0.1692
619,0.0692,0.1682
620,0.0674,0.1768
621,0.074,0.1764
622,0.0702,0.1644
623,0.0669999999999999,0.1688
624,0.0692,0.1584
625,0.0686,0.1654
626,0.0726,0.171
627,0.0726,0.1678
628,0.0712,0.169
629,0.0728,0.1762
630,0.0736,0.1758
631,0.0768,0.1704
632,0.0692,0.1604
633,0.0658,0.1712
634,0.0674,0.1698
635,0.0614,0.1766
636,0.0674,0.1668
637,0.069,0.1604
638,0.0632,0.1634
639,0.0722,0.189
640,0.0658,0.1588
641,0.0664,0.1828
642,0.0614,0.1724
643,0.0692,0.1802
644,0.0676,0.175
645,0.0694,0.1518
646,0.0696,0.18
647,0.0634,0.1616
648,0.0716,0.1696
649,0.0626,0.167
650,0.0716,0.1766
651,0.0708,0.1626
652,0.0664,0.1718
653,0.0708,0.177
654,0.071,0.1678
655,0.073,0.1766
656,0.0718,0.1744
657,0.0696,0.1706
658,0.0702,0.1628
659,0.0684,0.1756
660,0.0668,0.1628
661,0.0808,0.1812
662,0.0718,0.1764
663,0.075,0.1652
664,0.0706,0.177
665,0.0632,0.1686
666,0.0712,0.1704
667,0.0638,0.1634
668,0.0696,0.168
669,0.0648,0.1572
670,0.0652,0.1702
671,0.0718,0.1562
672,0.0646,0.1676
673,0.0704,0.1756
674,0.0632,0.1762
675,0.0708,0.1708
676,0.071,0.1758
677,0.0688,0.1708
678,0.0706,0.1778
679,0.0672,0.1714
680,0.0674,0.1674
681,0.0662,0.1738
682,0.071,0.1724
683,0.0648,0.1644
684,0.0662,0.1776
685,0.0636,0.1692
686,0.0718,0.175
687,0.0734,0.1788
688,0.0708,0.1718
689,0.0688,0.171
690,0.0656,0.1684
691,0.0694,0.1682
692,0.069,0.1782
693,0.0664,0.1632
694,0.0668,0.162
695,0.0694,0.1734
696,0.0682,0.1634
697,0.0774,0.1776
698,0.0732,0.1702
699,0.0754,0.177
700,0.069,0.1764
701,0.0679999999999999,0.1662
702,0.0696,0.179
703,0.0748,0.1646
704,0.0712,0.1736
705,0.0654,0.1726
706,0.0696,0.166
707,0.0638,0.1606
708,0.0656,0.1802
709,0.0714,0.182
710,0.0692,0.1806
711,0.0714,0.1788
712,0.0716,0.187
713,0.0686,0.1706
714,0.0692,0.183
715,0.0706,0.177
716,0.069,0.1736
717,0.0728,0.1776
718,0.0738,0.1858
719,0.0726,0.1726
720,0.069,0.1772
721,0.0672,0.1722
722,0.0696,0.1776
723,0.0678,0.1738
724,0.0724,0.1704
725,0.0682,0.1594
726,0.0610000000000001,0.1654
727,0.0736,0.1778
728,0.0669999999999999,0.1756
729,0.0736,0.1788
730,0.0712,0.1754
731,0.0724,0.1708
732,0.0698,0.1686
733,0.0718,0.1746
734,0.0714,0.1816
735,0.0676,0.1806
736,0.0669999999999999,0.166
737,0.071,0.1718
738,0.0714,0.1636
739,0.0678,0.169
740,0.0639999999999999,0.1688
741,0.0694,0.1714
742,0.0706,0.169
743,0.0716,0.175
744,0.0666,0.1792
745,0.0666,0.1666
746,0.069,0.1746
747,0.0746,0.1832
748,0.0696,0.1814
749,0.0696,0.1668
750,0.0706,0.178
751,0.0738,0.1744
752,0.0664,0.1736
753,0.0669999999999999,0.1614
754,0.0674,0.1624
755,0.073,0.1696
756,0.0684,0.1716
757,0.0694,0.1728
758,0.0659999999999999,0.172
759,0.0758,0.1748
760,0.0662,0.1634
761,0.0702,0.1704
762,0.0664,0.1602
763,0.0644,0.18
764,0.0708,0.1744
765,0.0676,0.1646
766,0.0659999999999999,0.1776
767,0.0698,0.1644
768,0.069,0.1676
769,0.0662,0.1666
770,0.0686,0.1634
771,0.076,0.182
772,0.0666,0.1788
773,0.0644,0.1806
774,0.0672,0.1666
775,0.0686,0.1746
776,0.0664,0.1694
777,0.0679999999999999,0.1624
778,0.0758,0.1804
779,0.0632,0.1746
780,0.0714,0.185
781,0.0716,0.167
782,0.0632,0.1616
783,0.0718,0.1882
784,0.0622,0.1608
785,0.0674,0.1738
786,0.07,0.1718
787,0.0716,0.1724
788,0.0758,0.1862
789,0.0644,0.175
790,0.0718,0.167
791,0.0708,0.1712
792,0.0652,0.158
793,0.0714,0.1748
794,0.0718,0.1822
795,0.0738,0.1594
796,0.0668,0.1672
797,0.071,0.1742
798,0.0722,0.1718
799,0.069,0.176
800,0.0688,0.176
801,0.0659999999999999,0.1666
802,0.0672,0.1692
803,0.0694,0.1642
804,0.0736,0.1844
805,0.0666,0.1692
806,0.0648,0.1782
807,0.0679999999999999,0.1598
808,0.0682,0.166
809,0.0652,0.168
810,0.0659999999999999,0.167
811,0.0734,0.1818
812,0.0672,0.1788
813,0.0712,0.1652
814,0.073,0.1744
815,0.0676,0.1736
816,0.0668,0.17
817,0.0758,0.1804
818,0.0684,0.1684
819,0.0722,0.1706
820,0.0702,0.172
821,0.0672,0.1698
822,0.0726,0.1608
823,0.0684,0.172
824,0.0654,0.168
825,0.0659999999999999,0.166
826,0.0624,0.1634
827,0.0716,0.1686
828,0.0686,0.1686
829,0.0752,0.173
830,0.0618,0.1556
831,0.0698,0.186
832,0.0669999999999999,0.1736
833,0.0736,0.1668
834,0.0698,0.1694
835,0.0642,0.1728
836,0.0624,0.171
837,0.0714,0.1702
838,0.0606,0.172
839,0.0649999999999999,0.175
840,0.0659999999999999,0.1796
841,0.0754,0.1794
842,0.0736,0.1706
843,0.0668,0.171
844,0.0698,0.1636
845,0.0669999999999999,0.1768
846,0.0702,0.1766
847,0.074,0.174
848,0.0702,0.1598
849,0.071,0.1796
850,0.0726,0.1658
851,0.0666,0.1612
852,0.072,0.1774
853,0.0704,0.1736
854,0.0632,0.1668
855,0.0738,0.172
856,0.0654,0.1662
857,0.0686,0.1644
858,0.072,0.1764
859,0.0678,0.1578
860,0.0646,0.1732
861,0.0698,0.171
862,0.0706,0.1668
863,0.0734,0.1792
864,0.0656,0.1672
865,0.0654,0.1656
866,0.069,0.1794
867,0.0632,0.1716
868,0.0692,0.1652
869,0.0678,0.1662
870,0.0666,0.1654
871,0.0682,0.174
872,0.0732,0.1638
873,0.0724,0.1694
874,0.0698,0.1652
875,0.0782,0.1734
876,0.0688,0.1778
877,0.0676,0.1732
878,0.075,0.1806
879,0.0732,0.1822
880,0.0728,0.175
881,0.0702,0.1752
882,0.0590000000000001,0.1714
883,0.0704,0.1808
884,0.0659999999999999,0.1682
885,0.0712,0.165
886,0.0696,0.1668
887,0.0679999999999999,0.174
888,0.0692,0.1732
889,0.0668,0.1606
890,0.0669999999999999,0.16
891,0.0736,0.1826
892,0.0694,0.1748
893,0.0676,0.1636
894,0.0692,0.1788
895,0.0668,0.1628
896,0.0659999999999999,0.1818
897,0.0648,0.1616
898,0.0714,0.1732
899,0.0712,0.1634
900,0.0676,0.1684
901,0.0649999999999999,0.168
902,0.0684,0.1798
903,0.0702,0.172
904,0.0702,0.1814
905,0.0659999999999999,0.169
906,0.0698,0.17
907,0.074,0.1774
908,0.0722,0.1682
909,0.0732,0.1738
910,0.0738,0.1692
911,0.069,0.1786
912,0.074,0.1696
913,0.0668,0.1722
914,0.0636,0.168
915,0.0622,0.1696
916,0.0692,0.1694
917,0.0728,0.1812
918,0.0696,0.1702
919,0.0652,0.161
920,0.0668,0.1676
921,0.0679999999999999,0.1598
922,0.0610000000000001,0.1598
923,0.0676,0.172
924,0.071,0.1618
925,0.0686,0.1762
926,0.0646,0.1686
927,0.0708,0.1822
928,0.0722,0.184
929,0.0636,0.1738
930,0.0718,0.171
931,0.0686,0.1708
932,0.0704,0.1748
933,0.0672,0.1608
934,0.0656,0.1702
935,0.0688,0.1708
936,0.0668,0.1598
937,0.0694,0.1792
938,0.071,0.178
939,0.0632,0.1714
940,0.0716,0.1806
941,0.0684,0.1664
942,0.0682,0.1624
943,0.0646,0.1678
944,0.0669999999999999,0.1628
945,0.071,0.1832
946,0.0756,0.1676
947,0.0668,0.1742
948,0.0714,0.1838
949,0.0688,0.1762
950,0.0684,0.1674
951,0.07,0.1774
952,0.0684,0.1668
953,0.0682,0.172
954,0.0692,0.1736
955,0.0746,0.1746
956,0.0682,0.1656
957,0.07,0.173
958,0.0702,0.1678
959,0.0676,0.175
960,0.0788,0.1682
961,0.0708,0.1828
962,0.0639999999999999,0.1804
963,0.0686,0.1668
964,0.0696,0.1794
965,0.0742,0.1732
966,0.0684,0.178
967,0.0666,0.1688
968,0.0674,0.1732
969,0.073,0.1782
970,0.0646,0.1762
971,0.0666,0.1714
972,0.0744,0.1816
973,0.074,0.1702
974,0.0636,0.166
975,0.0674,0.158
976,0.0732,0.1868
977,0.0714,0.1738
978,0.0682,0.1764
979,0.0692,0.176
980,0.0672,0.1678
981,0.0746,0.1754
982,0.0726,0.1794
983,0.0698,0.168
984,0.0718,0.1716
985,0.074,0.1626
986,0.07,0.1734
987,0.0718,0.174
988,0.076,0.167
989,0.072,0.173
990,0.0742,0.1664
991,0.0746,0.174
992,0.071,0.173
993,0.0742,0.1726
994,0.0694,0.173
995,0.0659999999999999,0.1664
996,0.07,0.1706
997,0.0682,0.1638
998,0.0702,0.18
999,0.0732,0.1688
1000,0.0684,0.1686
