T(rees),Training Error,Testing Error
96,0.0138,0.1424
97,0.0138,0.1404
98,0.0138,0.1412
99,0.0138,0.1398
100,0.0138,0.1408
101,0.0138,0.1402
102,0.0136,0.14
103,0.0136,0.1402
104,0.0136,0.1408
105,0.0136,0.1402
106,0.0136,0.1406
107,0.0136,0.14
108,0.0136,0.1406
109,0.0136,0.1406
110,0.0136,0.1408
111,0.0136,0.1408
112,0.0136,0.1424
113,0.0136,0.1416
114,0.0136,0.1422
115,0.0136,0.1416
116,0.0136,0.1424
117,0.0136,0.141
118,0.0136,0.1418
119,0.0136,0.1406
120,0.0136,0.1422
121,0.0136,0.1412
122,0.0136,0.1414
123,0.0136,0.1414
124,0.0136,0.1424
125,0.0136,0.142
126,0.0136,0.1416
127,0.0136,0.1418
128,0.0136,0.1424
129,0.0136,0.1424
130,0.0136,0.1426
131,0.0136,0.142
132,0.0136,0.1434
133,0.0136,0.1424
134,0.0136,0.1436
135,0.0136,0.1426
136,0.0136,0.1436
137,0.0136,0.1432
138,0.0136,0.1434
139,0.0136,0.143
140,0.0136,0.1438
141,0.0136,0.1428
142,0.0136,0.1438
143,0.0136,0.1436
144,0.0136,0.1446
145,0.0136,0.1442
146,0.0136,0.1446
147,0.0136,0.1444
148,0.0136,0.1448
149,0.0136,0.145
150,0.0136,0.1454
151,0.0136,0.1446
152,0.0136,0.145
153,0.0136,0.1444
154,0.0136,0.1446
155,0.0136,0.1442
156,0.0136,0.1444
157,0.0136,0.144
158,0.0136,0.1448
159,0.0136,0.143
160,0.0136,0.1436
161,0.0136,0.1424
162,0.0136,0.144
163,0.0136,0.143
164,0.0136,0.1446
165,0.0136,0.143
166,0.0136,0.1444
167,0.0136,0.1432
168,0.0136,0.1448
169,0.0136,0.1438
170,0.0136,0.145
171,0.0136,0.1434
172,0.0136,0.1454
173,0.0136,0.144
174,0.0136,0.1452
175,0.0136,0.144
176,0.0136,0.1446
177,0.0136,0.1434
178,0.0136,0.1448
179,0.0136,0.1448
180,0.0136,0.1446
181,0.0136,0.1436
182,0.0136,0.1444
183,0.0136,0.144
184,0.0136,0.1448
185,0.0136,0.1442
186,0.0136,0.145
187,0.0136,0.1456
188,0.0136,0.1464
189,0.0136,0.145
190,0.0136,0.1458
191,0.0136,0.145
192,0.0136,0.145
193,0.0136,0.1454
194,0.0136,0.1464
195,0.0136,0.1462
196,0.0136,0.1466
197,0.0136,0.146
198,0.0136,0.146
199,0.0136,0.1456
200,0.0136,0.1464
201,0.0136,0.1454
202,0.0136,0.1456
203,0.0136,0.1452
204,0.0136,0.1458
205,0.0136,0.1454
206,0.0136,0.1456
207,0.0136,0.1448
208,0.0136,0.1452
209,0.0136,0.1444
210,0.0136,0.1446
211,0.0136,0.1438
212,0.0136,0.145
213,0.0136,0.1444
214,0.0136,0.1448
215,0.0136,0.1446
216,0.0136,0.1446
217,0.0136,0.1444
218,0.0136,0.1444
219,0.0136,0.1442
220,0.0136,0.1448
221,0.0136,0.1444
222,0.0136,0.1446
223,0.0136,0.1444
224,0.0136,0.145
225,0.0136,0.1442
226,0.0136,0.1444
227,0.0136,0.1444
228,0.0136,0.145
229,0.0136,0.1444
230,0.0136,0.1454
231,0.0136,0.1446
232,0.0136,0.1454
233,0.0136,0.1446
234,0.0136,0.1446
235,0.0136,0.1434
236,0.0136,0.1438
237,0.0136,0.1432
238,0.0136,0.1438
239,0.0136,0.143
240,0.0136,0.1432
241,0.0136,0.143
242,0.0136,0.1438
243,0.0136,0.1432
244,0.0136,0.1442
245,0.0136,0.143
246,0.0136,0.144
247,0.0136,0.1432
248,0.0136,0.1444
249,0.0136,0.1432
250,0.0136,0.1442
251,0.0136,0.144
252,0.0136,0.144
253,0.0136,0.1438
254,0.0136,0.144
255,0.0136,0.144
256,0.0136,0.1444
257,0.0136,0.144
258,0.0136,0.1442
259,0.0136,0.1436
260,0.0136,0.1444
261,0.0136,0.1438
262,0.0136,0.1444
263,0.0136,0.1442
264,0.0136,0.145
265,0.0136,0.1438
266,0.0136,0.1446
267,0.0136,0.1444
268,0.0136,0.145
269,0.0136,0.145
270,0.0136,0.1452
271,0.0136,0.1448
272,0.0136,0.1452
273,0.0136,0.1446
274,0.0136,0.145
275,0.0136,0.1442
276,0.0136,0.1444
277,0.0136,0.1436
278,0.0136,0.1448
279,0.0136,0.1442
280,0.0136,0.1446
281,0.0136,0.1444
282,0.0136,0.1446
283,0.0136,0.1444
284,0.0136,0.1452
285,0.0136,0.1442
286,0.0136,0.145
287,0.0136,0.1448
288,0.0136,0.1452
289,0.0136,0.145
290,0.0136,0.1452
291,0.0136,0.1448
292,0.0136,0.1452
293,0.0136,0.1444
294,0.0136,0.145
295,0.0136,0.1442
296,0.0136,0.1446
297,0.0136,0.1446
298,0.0136,0.1444
299,0.0136,0.1444
300,0.0136,0.1442
301,0.0136,0.1444
302,0.0136,0.1446
303,0.0136,0.1444
304,0.0136,0.1448
305,0.0136,0.1446
306,0.0136,0.145
307,0.0136,0.1446
308,0.0136,0.145
309,0.0136,0.1444
310,0.0136,0.1442
311,0.0136,0.1442
312,0.0136,0.1442
313,0.0136,0.1444
314,0.0136,0.1442
315,0.0136,0.1446
316,0.0136,0.1444
317,0.0136,0.1442
318,0.0136,0.1448
319,0.0136,0.1444
320,0.0136,0.145
321,0.0136,0.1444
322,0.0136,0.1448
323,0.0136,0.1446
324,0.0136,0.1448
325,0.0136,0.1444
326,0.0136,0.145
327,0.0136,0.1444
328,0.0136,0.1444
329,0.0136,0.1438
330,0.0136,0.1446
331,0.0136,0.1444
332,0.0136,0.145
333,0.0136,0.1446
334,0.0136,0.1452
335,0.0136,0.1444
336,0.0136,0.145
337,0.0136,0.145
338,0.0136,0.1452
339,0.0136,0.1444
340,0.0136,0.145
341,0.0136,0.1448
342,0.0136,0.1452
343,0.0136,0.1448
344,0.0136,0.145
345,0.0136,0.1452
346,0.0136,0.1456
347,0.0136,0.1452
348,0.0136,0.145
349,0.0136,0.1448
350,0.0136,0.1454
351,0.0136,0.1454
352,0.0136,0.1456
353,0.0136,0.145
354,0.0136,0.1458
355,0.0136,0.145
356,0.0136,0.1456
357,0.0136,0.1446
358,0.0136,0.1454
359,0.0136,0.1454
360,0.0136,0.1454
361,0.0136,0.1456
362,0.0136,0.1458
363,0.0136,0.1458
364,0.0136,0.1458
365,0.0136,0.145
366,0.0136,0.1454
367,0.0136,0.145
368,0.0136,0.1454
369,0.0136,0.1446
370,0.0136,0.1448
371,0.0136,0.1438
372,0.0136,0.1438
373,0.0136,0.1438
374,0.0136,0.1442
375,0.0136,0.1436
376,0.0136,0.1438
377,0.0136,0.143
378,0.0136,0.1432
379,0.0136,0.1428
380,0.0136,0.1432
381,0.0136,0.1436
382,0.0136,0.1436
383,0.0136,0.1432
384,0.0136,0.1436
385,0.0136,0.1434
386,0.0136,0.1438
387,0.0136,0.1436
388,0.0136,0.144
389,0.0136,0.144
390,0.0136,0.1444
391,0.0136,0.144
392,0.0136,0.144
393,0.0136,0.1438
394,0.0136,0.1442
395,0.0136,0.1436
396,0.0136,0.144
397,0.0136,0.1434
398,0.0136,0.1442
399,0.0136,0.144
400,0.0136,0.144
401,0.0136,0.1436
402,0.0136,0.1438
403,0.0136,0.1442
404,0.0136,0.1448
405,0.0136,0.1442
406,0.0136,0.1442
407,0.0136,0.144
408,0.0136,0.1442
409,0.0136,0.1442
410,0.0136,0.1442
411,0.0136,0.1444
412,0.0136,0.1448
413,0.0136,0.1446
414,0.0136,0.1446
415,0.0136,0.1446
416,0.0136,0.1446
417,0.0136,0.1444
418,0.0136,0.1446
419,0.0136,0.1444
420,0.0136,0.1446
421,0.0136,0.1444
422,0.0136,0.1446
423,0.0136,0.1444
424,0.0136,0.1448
425,0.0136,0.1446
426,0.0136,0.1448
427,0.0136,0.1444
428,0.0136,0.1442
429,0.0136,0.1442
430,0.0136,0.1448
431,0.0136,0.1442
432,0.0136,0.1448
433,0.0136,0.1446
434,0.0136,0.1446
435,0.0136,0.145
436,0.0136,0.1446
437,0.0136,0.1444
438,0.0136,0.1446
439,0.0136,0.1446
440,0.0136,0.1446
441,0.0136,0.1446
442,0.0136,0.1448
443,0.0136,0.1446
444,0.0136,0.1448
445,0.0136,0.1448
446,0.0136,0.1448
447,0.0136,0.1446
448,0.0136,0.1446
449,0.0136,0.1444
450,0.0136,0.1446
451,0.0136,0.144
452,0.0136,0.1448
453,0.0136,0.1444
454,0.0136,0.1448
455,0.0136,0.1446
456,0.0136,0.1448
457,0.0136,0.1448
458,0.0136,0.145
459,0.0136,0.1446
460,0.0136,0.145
461,0.0136,0.145
462,0.0136,0.145
463,0.0136,0.145
464,0.0136,0.145
465,0.0136,0.145
466,0.0136,0.145
467,0.0136,0.1448
468,0.0136,0.1446
469,0.0136,0.1444
470,0.0136,0.1446
471,0.0136,0.1444
472,0.0136,0.145
473,0.0136,0.1444
474,0.0136,0.1446
475,0.0136,0.1444
476,0.0136,0.1448
477,0.0136,0.1446
478,0.0136,0.1446
479,0.0136,0.1444
480,0.0136,0.1444
481,0.0136,0.1442
482,0.0136,0.1446
483,0.0136,0.144
484,0.0136,0.1446
485,0.0136,0.144
486,0.0136,0.1442
487,0.0136,0.144
488,0.0136,0.1444
489,0.0136,0.1438
490,0.0136,0.1448
491,0.0136,0.1444
492,0.0136,0.1448
493,0.0136,0.1442
494,0.0136,0.1444
495,0.0136,0.1442
496,0.0136,0.1444
497,0.0136,0.1436
498,0.0136,0.144
499,0.0136,0.1436
500,0.0136,0.1438
501,0.0136,0.1434
502,0.0136,0.1436
503,0.0136,0.1434
504,0.0136,0.1436
505,0.0136,0.1438
506,0.0136,0.144
507,0.0136,0.1434
508,0.0136,0.1438
509,0.0136,0.1434
510,0.0136,0.144
511,0.0136,0.1436
512,0.0136,0.1438
513,0.0136,0.1436
514,0.0136,0.1442
515,0.0136,0.144
516,0.0136,0.1444
517,0.0136,0.1442
518,0.0136,0.1446
519,0.0136,0.1442
520,0.0136,0.1444
521,0.0136,0.1438
522,0.0136,0.1442
523,0.0136,0.144
524,0.0136,0.1444
525,0.0136,0.144
526,0.0136,0.144
527,0.0136,0.144
528,0.0136,0.144
529,0.0136,0.144
530,0.0136,0.144
531,0.0136,0.1436
532,0.0136,0.1438
533,0.0136,0.1438
534,0.0136,0.1438
535,0.0136,0.1438
536,0.0136,0.1442
537,0.0136,0.1434
538,0.0136,0.1436
539,0.0136,0.1438
540,0.0136,0.1434
541,0.0136,0.1432
542,0.0136,0.1434
543,0.0136,0.1438
544,0.0136,0.1436
545,0.0136,0.1436
546,0.0136,0.1436
547,0.0136,0.1438
548,0.0136,0.1436
549,0.0136,0.1432
550,0.0136,0.1434
551,0.0136,0.1436
552,0.0136,0.1436
553,0.0136,0.1444
554,0.0136,0.1436
555,0.0136,0.1436
556,0.0136,0.1436
557,0.0136,0.1436
558,0.0136,0.1438
559,0.0136,0.144
560,0.0136,0.144
561,0.0136,0.144
562,0.0136,0.144
563,0.0136,0.1438
564,0.0136,0.1438
565,0.0136,0.144
566,0.0136,0.1438
567,0.0136,0.1438
568,0.0136,0.1438
569,0.0136,0.1434
570,0.0136,0.1438
571,0.0136,0.1438
572,0.0136,0.1438
573,0.0136,0.144
574,0.0136,0.1438
575,0.0136,0.1436
576,0.0136,0.1436
577,0.0136,0.1434
578,0.0136,0.1434
579,0.0136,0.1438
580,0.0136,0.1442
581,0.0136,0.1438
582,0.0136,0.1436
583,0.0136,0.1434
584,0.0136,0.1436
585,0.0136,0.1442
586,0.0136,0.144
587,0.0136,0.144
588,0.0136,0.1442
589,0.0136,0.1438
590,0.0136,0.1444
591,0.0136,0.1434
592,0.0136,0.1434
593,0.0136,0.1436
594,0.0136,0.1438
595,0.0136,0.144
596,0.0136,0.1444
597,0.0136,0.1438
598,0.0136,0.1442
599,0.0136,0.144
600,0.0136,0.1438
601,0.0136,0.1438
602,0.0136,0.1438
603,0.0136,0.144
604,0.0136,0.144
605,0.0136,0.1438
606,0.0136,0.1442
607,0.0136,0.144
608,0.0136,0.1446
609,0.0136,0.1438
610,0.0136,0.1442
611,0.0136,0.1438
612,0.0136,0.144
613,0.0136,0.1438
614,0.0136,0.1448
615,0.0136,0.144
616,0.0136,0.1442
617,0.0136,0.144
618,0.0136,0.1442
619,0.0136,0.1438
620,0.0136,0.1442
621,0.0136,0.1432
622,0.0136,0.144
623,0.0136,0.1432
624,0.0136,0.1434
625,0.0136,0.143
626,0.0136,0.1436
627,0.0136,0.144
628,0.0136,0.1436
629,0.0136,0.1436
630,0.0136,0.1434
631,0.0136,0.1432
632,0.0136,0.1432
633,0.0136,0.1436
634,0.0136,0.1432
635,0.0136,0.1434
636,0.0136,0.1434
637,0.0136,0.1432
638,0.0136,0.1434
639,0.0136,0.1438
640,0.0136,0.1434
641,0.0136,0.1438
642,0.0136,0.1434
643,0.0136,0.144
644,0.0136,0.1438
645,0.0136,0.1442
646,0.0136,0.1434
647,0.0136,0.1444
648,0.0136,0.1444
649,0.0136,0.1442
650,0.0136,0.1444
651,0.0136,0.1446
652,0.0136,0.1442
653,0.0136,0.1446
654,0.0136,0.1446
655,0.0136,0.1446
656,0.0136,0.1442
657,0.0136,0.1442
658,0.0136,0.1442
659,0.0136,0.1446
660,0.0136,0.1446
661,0.0136,0.1446
662,0.0136,0.1444
663,0.0136,0.1446
664,0.0136,0.1444
665,0.0136,0.1444
666,0.0136,0.1442
667,0.0136,0.1444
668,0.0136,0.1442
669,0.0136,0.1446
670,0.0136,0.1444
671,0.0136,0.1444
672,0.0136,0.1438
673,0.0136,0.1436
674,0.0136,0.1436
675,0.0136,0.1436
676,0.0136,0.144
677,0.0136,0.1434
678,0.0136,0.1438
679,0.0136,0.1434
680,0.0136,0.1436
681,0.0136,0.1436
682,0.0136,0.1442
683,0.0136,0.1442
684,0.0136,0.1444
685,0.0136,0.1444
686,0.0136,0.1444
687,0.0136,0.1448
688,0.0136,0.1444
689,0.0136,0.1444
690,0.0136,0.1446
691,0.0136,0.1448
692,0.0136,0.1448
693,0.0136,0.1446
694,0.0136,0.1444
695,0.0136,0.1442
696,0.0136,0.1442
697,0.0136,0.1442
698,0.0136,0.1444
699,0.0136,0.1442
700,0.0136,0.1442
701,0.0136,0.1442
702,0.0136,0.1442
703,0.0136,0.144
704,0.0136,0.144
705,0.0136,0.1442
706,0.0136,0.1444
707,0.0136,0.1442
708,0.0136,0.1444
709,0.0136,0.1442
710,0.0136,0.1444
711,0.0136,0.1442
712,0.0136,0.1442
713,0.0136,0.1442
714,0.0136,0.1444
715,0.0136,0.1442
716,0.0136,0.1444
717,0.0136,0.1442
718,0.0136,0.1442
719,0.0136,0.1442
720,0.0136,0.1444
721,0.0136,0.1444
722,0.0136,0.1444
723,0.0136,0.1444
724,0.0136,0.1446
725,0.0136,0.1446
726,0.0136,0.1446
727,0.0136,0.1446
728,0.0136,0.1446
729,0.0136,0.1444
730,0.0136,0.1444
731,0.0136,0.1446
732,0.0136,0.1444
733,0.0136,0.1446
734,0.0136,0.1446
735,0.0136,0.1448
736,0.0136,0.1446
737,0.0136,0.1448
738,0.0136,0.145
739,0.0136,0.1446
740,0.0136,0.1448
741,0.0136,0.1448
742,0.0136,0.1448
743,0.0136,0.1446
744,0.0136,0.1446
745,0.0136,0.1448
746,0.0136,0.1448
747,0.0136,0.1448
748,0.0136,0.1448
749,0.0136,0.1446
750,0.0136,0.1448
751,0.0136,0.1448
752,0.0136,0.1448
753,0.0136,0.1446
754,0.0136,0.1446
755,0.0136,0.1446
756,0.0136,0.1446
757,0.0136,0.1444
758,0.0136,0.1444
759,0.0136,0.1442
760,0.0136,0.1446
761,0.0136,0.144
762,0.0136,0.1446
763,0.0136,0.144
764,0.0136,0.1444
765,0.0136,0.1438
766,0.0136,0.1446
767,0.0136,0.144
768,0.0136,0.1442
769,0.0136,0.1438
770,0.0136,0.1444
771,0.0136,0.1442
772,0.0136,0.1448
773,0.0136,0.1444
774,0.0136,0.1446
775,0.0136,0.1442
776,0.0136,0.1448
777,0.0136,0.1446
778,0.0136,0.1446
779,0.0136,0.1442
780,0.0136,0.1446
781,0.0136,0.1442
782,0.0136,0.1444
783,0.0136,0.144
784,0.0136,0.144
785,0.0136,0.144
786,0.0136,0.1442
787,0.0136,0.1442
788,0.0136,0.1442
789,0.0136,0.1442
790,0.0136,0.1444
791,0.0136,0.1444
792,0.0136,0.1446
793,0.0136,0.1442
794,0.0136,0.1444
795,0.0136,0.1444
796,0.0136,0.1444
797,0.0136,0.1444
798,0.0136,0.1444
799,0.0136,0.1442
800,0.0136,0.1446
801,0.0136,0.1442
802,0.0136,0.1442
803,0.0136,0.1442
804,0.0136,0.1442
805,0.0136,0.1442
806,0.0136,0.1444
807,0.0136,0.1444
808,0.0136,0.1444
809,0.0136,0.1442
810,0.0136,0.144
811,0.0136,0.144
812,0.0136,0.1444
813,0.0136,0.1444
814,0.0136,0.144
815,0.0136,0.1444
816,0.0136,0.1444
817,0.0136,0.1444
818,0.0136,0.1444
819,0.0136,0.1444
820,0.0136,0.1444
821,0.0136,0.1444
822,0.0136,0.1444
823,0.0136,0.1444
824,0.0136,0.1442
825,0.0136,0.1438
826,0.0136,0.144
827,0.0136,0.1438
828,0.0136,0.144
829,0.0136,0.144
830,0.0136,0.144
831,0.0136,0.144
832,0.0136,0.144
833,0.0136,0.144
834,0.0136,0.144
835,0.0136,0.144
836,0.0136,0.1436
837,0.0136,0.1438
838,0.0136,0.1438
839,0.0136,0.1438
840,0.0136,0.1436
841,0.0136,0.1438
842,0.0136,0.1438
843,0.0136,0.144
844,0.0136,0.1438
845,0.0136,0.144
846,0.0136,0.1438
847,0.0136,0.1438
848,0.0136,0.1438
849,0.0136,0.1438
850,0.0136,0.1438
851,0.0136,0.1438
852,0.0136,0.1438
853,0.0136,0.1438
854,0.0136,0.1438
855,0.0136,0.1438
856,0.0136,0.1436
857,0.0136,0.1436
858,0.0136,0.1436
859,0.0136,0.1436
860,0.0136,0.1438
861,0.0136,0.1436
862,0.0136,0.144
863,0.0136,0.1436
864,0.0136,0.144
865,0.0136,0.144
866,0.0136,0.144
867,0.0136,0.1438
868,0.0136,0.1438
869,0.0136,0.1438
870,0.0136,0.1438
871,0.0136,0.1436
872,0.0136,0.1436
873,0.0136,0.1436
874,0.0136,0.1438
875,0.0136,0.1436
876,0.0136,0.1436
877,0.0136,0.1436
878,0.0136,0.1438
879,0.0136,0.1436
880,0.0136,0.1436
881,0.0136,0.1436
882,0.0136,0.1436
883,0.0136,0.1436
884,0.0136,0.1436
885,0.0136,0.1436
886,0.0136,0.1436
887,0.0136,0.1434
888,0.0136,0.1438
889,0.0136,0.1434
890,0.0136,0.1436
891,0.0136,0.1436
892,0.0136,0.1436
893,0.0136,0.1436
894,0.0136,0.1436
895,0.0136,0.1436
896,0.0136,0.1436
897,0.0136,0.1434
898,0.0136,0.1434
899,0.0136,0.1434
900,0.0136,0.1434
901,0.0136,0.1434
902,0.0136,0.1434
903,0.0136,0.1434
904,0.0136,0.1434
905,0.0136,0.1434
906,0.0136,0.1434
907,0.0136,0.1434
908,0.0136,0.1434
909,0.0136,0.1434
910,0.0136,0.1434
911,0.0136,0.1434
912,0.0136,0.1434
913,0.0136,0.1434
914,0.0136,0.1434
915,0.0136,0.1434
916,0.0136,0.1434
917,0.0136,0.1434
918,0.0136,0.1434
919,0.0136,0.1434
920,0.0136,0.1438
921,0.0136,0.1436
922,0.0136,0.1436
923,0.0136,0.1436
924,0.0136,0.1436
925,0.0136,0.1436
926,0.0136,0.1436
927,0.0136,0.1436
928,0.0136,0.1438
929,0.0136,0.1438
930,0.0136,0.1438
931,0.0136,0.1438
932,0.0136,0.1438
933,0.0136,0.1436
934,0.0136,0.1436
935,0.0136,0.1436
936,0.0136,0.1438
937,0.0136,0.1436
938,0.0136,0.1438
939,0.0136,0.1434
940,0.0136,0.1436
941,0.0136,0.1434
942,0.0136,0.1434
943,0.0136,0.1432
944,0.0136,0.1434
945,0.0136,0.1432
946,0.0136,0.1434
947,0.0136,0.1432
948,0.0136,0.1434
949,0.0136,0.1432
950,0.0136,0.1434
951,0.0136,0.1432
952,0.0136,0.1436
953,0.0136,0.143
954,0.0136,0.1432
955,0.0136,0.143
956,0.0136,0.1434
957,0.0136,0.1434
958,0.0136,0.1438
959,0.0136,0.143
960,0.0136,0.1436
961,0.0136,0.1434
962,0.0136,0.1436
963,0.0136,0.143
964,0.0136,0.1434
965,0.0136,0.1432
966,0.0136,0.1434
967,0.0136,0.1434
968,0.0136,0.1434
969,0.0136,0.1434
970,0.0136,0.1434
971,0.0136,0.1432
972,0.0136,0.1436
973,0.0136,0.1434
974,0.0136,0.1436
975,0.0136,0.1436
976,0.0136,0.1436
977,0.0136,0.1434
978,0.0136,0.1436
979,0.0136,0.1434
980,0.0136,0.1436
981,0.0136,0.1434
982,0.0136,0.1436
983,0.0136,0.1436
984,0.0136,0.1436
985,0.0136,0.1434
986,0.0136,0.1434
987,0.0136,0.1434
988,0.0136,0.1434
989,0.0136,0.1434
990,0.0136,0.1438
991,0.0136,0.1434
992,0.0136,0.1436
993,0.0136,0.1434
994,0.0136,0.1434
995,0.0136,0.1432
996,0.0136,0.1434
997,0.0136,0.143
998,0.0136,0.1432
999,0.0136,0.143
1000,0.0136,0.1432
