Tree#,Training Error,Testing Error
180,0.0728,0.1782
181,0.0696,0.1824
182,0.0682,0.1862
183,0.0712,0.179
184,0.0732,0.1752
185,0.0696,0.1814
186,0.0698,0.173
187,0.0708,0.1768
188,0.0778,0.1702
189,0.069,0.1724
190,0.0688,0.1798
191,0.072,0.1888
192,0.0704,0.1762
193,0.0748,0.174
194,0.0698,0.1734
195,0.0666,0.1768
196,0.0748,0.174
197,0.0669999999999999,0.1772
198,0.0722,0.1748
199,0.0669999999999999,0.163
200,0.073,0.1764
201,0.0738,0.17
202,0.07,0.1738
203,0.0668,0.1656
204,0.076,0.1718
205,0.074,0.1892
206,0.0752,0.1728
207,0.0694,0.1808
208,0.07,0.173
209,0.0768,0.1874
210,0.0666,0.1716
211,0.0714,0.1848
212,0.0674,0.165
213,0.0734,0.1804
214,0.0696,0.1762
215,0.0684,0.1676
216,0.0698,0.1802
217,0.0718,0.1734
218,0.0718,0.178
219,0.0704,0.1732
220,0.0682,0.1768
221,0.0732,0.18
222,0.0714,0.1752
223,0.0726,0.1838
224,0.0672,0.1774
225,0.0662,0.163
226,0.073,0.1688
227,0.0696,0.1736
228,0.0692,0.1728
229,0.0708,0.178
230,0.0704,0.1752
231,0.0702,0.1768
232,0.0726,0.1822
233,0.0702,0.1678
234,0.0664,0.1652
235,0.0698,0.1608
236,0.0748,0.1768
237,0.0684,0.1852
238,0.0696,0.1758
239,0.0718,0.1648
240,0.0724,0.1772
241,0.0724,0.1736
242,0.0764,0.1856
243,0.074,0.1744
244,0.0658,0.1718
245,0.0688,0.1762
246,0.0714,0.179
247,0.075,0.1746
248,0.0646,0.1834
249,0.0692,0.1754
250,0.0698,0.1776
251,0.0742,0.1774
252,0.0776,0.179
253,0.0656,0.1766
254,0.072,0.1756
255,0.0728,0.1776
256,0.069,0.182
257,0.0706,0.1708
258,0.0732,0.1738
259,0.0712,0.182
260,0.07,0.1656
261,0.07,0.177
262,0.0706,0.1716
263,0.0702,0.1772
264,0.0762,0.1784
265,0.0752,0.177
266,0.069,0.1758
267,0.0712,0.1762
268,0.07,0.1724
269,0.0728,0.1798
270,0.0636,0.1674
271,0.0668,0.1744
272,0.0692,0.1754
273,0.0744,0.1694
274,0.0658,0.176
275,0.0722,0.1756
276,0.0724,0.1788
277,0.0666,0.179
278,0.0684,0.169
279,0.0714,0.1754
280,0.0672,0.1716
281,0.07,0.1778
282,0.0704,0.1726
283,0.0658,0.1792
284,0.0626,0.163
285,0.0752,0.1868
286,0.0706,0.166
287,0.0736,0.1846
288,0.0608,0.1668
289,0.0714,0.1898
290,0.0684,0.1728
291,0.0616,0.1678
292,0.0658,0.1672
293,0.075,0.1716
294,0.0698,0.1702
295,0.0692,0.1712
296,0.0704,0.1696
297,0.0672,0.1752
298,0.07,0.169
299,0.0722,0.1812
300,0.0712,0.1758
301,0.0659999999999999,0.1594
302,0.0704,0.1702
303,0.0716,0.1798
304,0.0724,0.1738
305,0.0726,0.1824
306,0.0702,0.1694
307,0.07,0.1832
308,0.07,0.185
309,0.0702,0.1714
310,0.0684,0.181
311,0.0679999999999999,0.1736
312,0.0688,0.1854
313,0.074,0.1774
314,0.0672,0.1698
315,0.0682,0.1706
316,0.0688,0.1706
317,0.0676,0.1712
318,0.0734,0.1806
319,0.0649999999999999,0.1652
320,0.0666,0.1724
321,0.0662,0.1718
322,0.0716,0.1758
323,0.0694,0.1796
324,0.0716,0.1646
325,0.071,0.166
326,0.0754,0.1858
327,0.0732,0.1734
328,0.076,0.1692
329,0.0712,0.1704
330,0.0734,0.1766
331,0.0668,0.1748
332,0.0714,0.181
333,0.0646,0.1744
334,0.0696,0.1788
335,0.073,0.1752
336,0.0724,0.1802
337,0.0682,0.1718
338,0.0728,0.1696
339,0.0684,0.1756
340,0.0732,0.1694
341,0.0704,0.173
342,0.0674,0.1698
343,0.0686,0.1758
344,0.0669999999999999,0.1646
345,0.0744,0.1808
346,0.0668,0.1662
347,0.0684,0.1688
348,0.0704,0.1846
349,0.0668,0.165
350,0.0688,0.1674
351,0.0736,0.1734
352,0.0676,0.1772
353,0.0682,0.1678
354,0.0724,0.1776
355,0.0714,0.1784
356,0.0688,0.171
357,0.0736,0.1674
358,0.0722,0.1806
359,0.0772,0.177
360,0.071,0.175
361,0.0639999999999999,0.1762
362,0.071,0.1954
363,0.0714,0.1684
364,0.0706,0.1778
365,0.0732,0.186
366,0.0682,0.173
367,0.0752,0.1866
368,0.0708,0.1768
369,0.0656,0.1608
370,0.0728,0.1794
371,0.0718,0.1712
372,0.0702,0.1814
373,0.071,0.1718
374,0.0672,0.1856
375,0.07,0.1758
376,0.072,0.1658
377,0.0722,0.168
378,0.0718,0.1816
379,0.0688,0.1764
380,0.0664,0.1738
381,0.0666,0.1724
382,0.0782,0.1826
383,0.07,0.1816
384,0.0718,0.177
385,0.076,0.1742
386,0.0762,0.1766
387,0.0674,0.1744
388,0.072,0.1746
389,0.0664,0.167
390,0.0698,0.1722
391,0.0688,0.1744
392,0.0734,0.1646
393,0.0648,0.1752
394,0.0702,0.1728
395,0.0746,0.185
396,0.0722,0.1778
397,0.072,0.1752
398,0.0696,0.1754
399,0.0698,0.173
400,0.072,0.1702
401,0.0669999999999999,0.1646
402,0.0726,0.1832
403,0.0676,0.1742
404,0.073,0.1724
405,0.072,0.1792
406,0.0698,0.1728
407,0.0669999999999999,0.1714
408,0.0658,0.1764
409,0.078,0.1752
410,0.0704,0.1746
411,0.0716,0.1832
412,0.0674,0.1704
413,0.0696,0.1682
414,0.0722,0.1872
415,0.0674,0.1726
416,0.0706,0.1674
417,0.0716,0.1716
418,0.0666,0.187
419,0.0738,0.185
420,0.0676,0.1714
421,0.0686,0.1646
422,0.074,0.1826
423,0.0668,0.1798
424,0.0684,0.1706
425,0.0692,0.1592
426,0.0702,0.1764
427,0.0728,0.1676
428,0.0706,0.1724
429,0.0736,0.168
430,0.0746,0.1752
431,0.0682,0.171
432,0.0672,0.1816
433,0.0692,0.1728
434,0.073,0.1788
435,0.0706,0.1806
436,0.0708,0.1732
437,0.0696,0.1734
438,0.0716,0.186
439,0.0708,0.1744
440,0.0694,0.1814
441,0.069,0.178
442,0.071,0.1816
443,0.0678,0.169
444,0.0692,0.1728
445,0.0718,0.171
446,0.0732,0.1662
447,0.0626,0.164
448,0.0764,0.1744
449,0.0684,0.1748
450,0.0666,0.1672
451,0.0696,0.176
452,0.0754,0.1746
453,0.0688,0.18
454,0.0662,0.1736
455,0.0688,0.1728
456,0.0788,0.1818
457,0.0718,0.1764
458,0.0762,0.1786
459,0.0762,0.168
460,0.0738,0.1736
461,0.071,0.1734
462,0.0638,0.1682
463,0.0768,0.1762
464,0.0672,0.177
465,0.0724,0.163
466,0.0692,0.1678
467,0.0712,0.1822
468,0.0712,0.179
469,0.0678,0.1686
470,0.0669999999999999,0.1778
471,0.0679999999999999,0.1758
472,0.074,0.1766
473,0.0724,0.1728
474,0.0722,0.1758
475,0.07,0.178
476,0.0746,0.1668
477,0.0778,0.1862
478,0.0708,0.1686
479,0.0746,0.1794
480,0.0662,0.166
481,0.0702,0.1778
482,0.0746,0.1816
483,0.0658,0.1674
484,0.0686,0.1792
485,0.0708,0.1764
486,0.0778,0.1802
487,0.0722,0.1718
488,0.0649999999999999,0.1784
489,0.0716,0.1808
490,0.0682,0.1598
491,0.0698,0.1812
492,0.0754,0.188
493,0.0722,0.1724
494,0.0746,0.1822
495,0.0772,0.1818
496,0.0724,0.181
497,0.0704,0.174
498,0.0748,0.1748
499,0.07,0.1774
500,0.0648,0.1622
501,0.0764,0.171
502,0.0672,0.1674
503,0.0716,0.1806
504,0.0712,0.1744
505,0.0662,0.1696
506,0.07,0.181
507,0.0792,0.173
508,0.0674,0.1822
509,0.0704,0.1702
510,0.0698,0.1812
511,0.0612,0.169
512,0.0682,0.1854
513,0.076,0.1844
514,0.0728,0.1816
515,0.0698,0.1598
516,0.0698,0.17
517,0.0694,0.1602
518,0.0688,0.1772
519,0.0582,0.1736
520,0.0778,0.1728
521,0.0764,0.1664
522,0.0698,0.1642
523,0.0692,0.1622
524,0.0678,0.1786
525,0.0726,0.174
526,0.0744,0.1786
527,0.0656,0.1708
528,0.0694,0.172
529,0.0688,0.1708
530,0.0669999999999999,0.1734
531,0.0732,0.184
532,0.0728,0.1736
533,0.0748,0.1786
534,0.0672,0.1664
535,0.0644,0.1614
536,0.0764,0.1762
537,0.0718,0.1698
538,0.069,0.1774
539,0.0706,0.1732
540,0.0756,0.1674
541,0.0656,0.1708
542,0.0752,0.1874
543,0.0782,0.1766
544,0.0696,0.1798
545,0.0698,0.1792
546,0.0682,0.1646
547,0.0664,0.164
548,0.0654,0.1812
549,0.07,0.174
550,0.0698,0.175
551,0.0698,0.1804
552,0.0764,0.1924
553,0.0682,0.1824
554,0.0688,0.1688
555,0.0724,0.1782
556,0.0669999999999999,0.1688
557,0.069,0.1724
558,0.0718,0.1818
559,0.0722,0.1776
560,0.0672,0.1768
561,0.0742,0.1806
562,0.0672,0.1688
563,0.0659999999999999,0.1942
564,0.0686,0.177
565,0.0662,0.1682
566,0.0704,0.1844
567,0.0718,0.1712
568,0.0656,0.1788
569,0.0694,0.179
570,0.0722,0.1792
571,0.0678,0.1756
572,0.0698,0.1794
573,0.0676,0.1822
574,0.0694,0.1814
575,0.0738,0.1766
576,0.0644,0.1744
577,0.0744,0.176
578,0.0682,0.178
579,0.0696,0.1792
580,0.0669999999999999,0.17
581,0.0672,0.1782
582,0.0679999999999999,0.1826
583,0.0732,0.188
584,0.0688,0.168
585,0.076,0.1754
586,0.0744,0.1706
587,0.0652,0.1568
588,0.0649999999999999,0.1722
589,0.0698,0.1684
590,0.0718,0.1786
591,0.071,0.1702
592,0.0714,0.1772
593,0.0746,0.1824
594,0.0712,0.1878
595,0.074,0.1712
596,0.0666,0.1664
597,0.0714,0.179
598,0.0728,0.185
599,0.0744,0.1854
600,0.074,0.1782
601,0.0714,0.1706
602,0.069,0.1774
603,0.0716,0.1722
604,0.072,0.184
605,0.0666,0.1742
606,0.0698,0.174
607,0.0669999999999999,0.1708
608,0.0666,0.1664
609,0.0686,0.1744
610,0.0664,0.164
611,0.0664,0.1714
612,0.0664,0.1586
613,0.07,0.1858
614,0.0644,0.1846
615,0.0654,0.1768
616,0.0772,0.1816
617,0.0652,0.17
618,0.0722,0.165
619,0.0734,0.1822
620,0.0688,0.1674
621,0.0652,0.1642
622,0.072,0.1672
623,0.0702,0.1866
624,0.0662,0.1598
625,0.0674,0.1682
626,0.0676,0.177
627,0.0639999999999999,0.1626
628,0.07,0.1666
629,0.0652,0.1656
630,0.0708,0.1788
631,0.0708,0.1596
632,0.0732,0.1794
633,0.0728,0.176
634,0.0726,0.185
635,0.0654,0.1774
636,0.0688,0.1786
637,0.072,0.1716
638,0.072,0.1756
639,0.071,0.1696
640,0.0718,0.1794
641,0.0674,0.1596
642,0.0694,0.1792
643,0.0698,0.1784
644,0.0654,0.1844
645,0.071,0.1742
646,0.0738,0.164
647,0.074,0.1792
648,0.071,0.1776
649,0.0736,0.1736
650,0.0656,0.1694
651,0.074,0.176
652,0.072,0.172
653,0.071,0.172
654,0.0702,0.1808
655,0.0724,0.1774
656,0.0778,0.1824
657,0.0698,0.17
658,0.0718,0.1768
659,0.0708,0.1656
660,0.0726,0.1738
661,0.0716,0.1806
662,0.0679999999999999,0.1714
663,0.0686,0.1654
664,0.0686,0.1738
665,0.0712,0.18
666,0.0724,0.1814
667,0.0688,0.1774
668,0.073,0.1762
669,0.0674,0.166
670,0.073,0.1744
671,0.0692,0.1616
672,0.0682,0.1644
673,0.0724,0.1748
674,0.0666,0.1754
675,0.0692,0.1734
676,0.069,0.182
677,0.0658,0.1772
678,0.0712,0.178
679,0.0718,0.1814
680,0.0682,0.1664
681,0.0704,0.1758
682,0.0714,0.1768
683,0.0718,0.1838
684,0.0659999999999999,0.1806
685,0.0728,0.1784
686,0.0728,0.1794
687,0.071,0.176
688,0.0708,0.16
689,0.0694,0.174
690,0.072,0.1728
691,0.0646,0.1688
692,0.0718,0.1646
693,0.0682,0.1756
694,0.0676,0.1646
695,0.0649999999999999,0.169
696,0.0696,0.1676
697,0.072,0.1742
698,0.0722,0.166
699,0.0706,0.1634
700,0.0672,0.1784
701,0.0678,0.1724
702,0.0698,0.18
703,0.0716,0.1782
704,0.0764,0.1784
705,0.0668,0.1716
706,0.0732,0.178
707,0.073,0.174
708,0.0664,0.1602
709,0.0658,0.1814
710,0.0716,0.175
711,0.0746,0.184
712,0.0764,0.1756
713,0.0642,0.1742
714,0.0716,0.1712
715,0.0694,0.1898
716,0.0734,0.1704
717,0.072,0.1748
718,0.0724,0.1816
719,0.0722,0.1834
720,0.0776,0.182
721,0.0754,0.18
722,0.07,0.1674
723,0.07,0.1778
724,0.0728,0.1702
725,0.07,0.1854
726,0.0682,0.1714
727,0.0724,0.177
728,0.0628,0.1686
729,0.0669999999999999,0.1762
730,0.0712,0.1842
731,0.0806,0.1854
732,0.075,0.1778
733,0.0678,0.1764
734,0.0744,0.1756
735,0.0726,0.1726
736,0.0748,0.179
737,0.0698,0.1748
738,0.0714,0.1792
739,0.0696,0.1794
740,0.0724,0.1808
741,0.0694,0.1862
742,0.0668,0.1686
743,0.0679999999999999,0.164
744,0.0669999999999999,0.179
745,0.0644,0.1638
746,0.0738,0.1802
747,0.0704,0.174
748,0.0678,0.17
749,0.0716,0.1774
750,0.072,0.1772
751,0.0724,0.1758
752,0.0702,0.1696
753,0.0718,0.1672
754,0.0662,0.169
755,0.0668,0.1676
756,0.0669999999999999,0.1812
757,0.0706,0.1704
758,0.0692,0.1754
759,0.0672,0.169
760,0.0728,0.183
761,0.0659999999999999,0.1716
762,0.0708,0.1634
763,0.073,0.176
764,0.0669999999999999,0.1754
765,0.0712,0.1702
766,0.07,0.1882
767,0.0649999999999999,0.182
768,0.0736,0.1642
769,0.0718,0.1792
770,0.0679999999999999,0.1686
771,0.077,0.1782
772,0.0714,0.1784
773,0.0644,0.1794
774,0.0679999999999999,0.1774
775,0.0664,0.1634
776,0.0708,0.178
777,0.0666,0.167
778,0.0696,0.1792
779,0.072,0.1874
780,0.0658,0.1648
781,0.069,0.1694
782,0.0748,0.1722
783,0.0736,0.1818
784,0.0714,0.1846
785,0.0714,0.176
786,0.0679999999999999,0.1754
787,0.0679999999999999,0.1622
788,0.0696,0.1682
789,0.0706,0.1812
790,0.0668,0.1786
791,0.0716,0.166
792,0.071,0.1722
793,0.0724,0.1844
794,0.07,0.1722
795,0.0676,0.1724
796,0.0722,0.1782
797,0.07,0.1746
798,0.069,0.1858
799,0.073,0.1732
800,0.0620000000000001,0.1612
801,0.074,0.1888
802,0.0714,0.1766
803,0.0688,0.174
804,0.069,0.1658
805,0.0692,0.1728
806,0.0758,0.1772
807,0.0678,0.1726
808,0.0678,0.1604
809,0.0664,0.1724
810,0.073,0.1884
811,0.0642,0.1586
812,0.0702,0.186
813,0.0706,0.1844
814,0.0674,0.1688
815,0.081,0.187
816,0.0746,0.1718
817,0.0610000000000001,0.1688
818,0.0669999999999999,0.1738
819,0.069,0.1718
820,0.069,0.1668
821,0.0724,0.1764
822,0.0722,0.1666
823,0.0748,0.1766
824,0.0732,0.1766
825,0.0684,0.1754
826,0.0674,0.1642
827,0.0648,0.1762
828,0.0742,0.1774
829,0.0738,0.1706
830,0.0678,0.163
831,0.069,0.1732
832,0.0672,0.178
833,0.0692,0.1752
834,0.076,0.1772
835,0.0654,0.165
836,0.0669999999999999,0.174
837,0.0718,0.1806
838,0.073,0.1812
839,0.0648,0.1684
840,0.0688,0.1802
841,0.0714,0.184
842,0.0706,0.1788
843,0.072,0.1664
844,0.0676,0.164
845,0.0714,0.1774
846,0.0648,0.1792
847,0.0782,0.184
848,0.0736,0.1744
849,0.0694,0.1814
850,0.0696,0.1824
851,0.0712,0.1748
852,0.0728,0.1762
853,0.0718,0.1758
854,0.0722,0.1712
855,0.0682,0.173
856,0.07,0.182
857,0.0698,0.177
858,0.0684,0.1612
859,0.0658,0.1652
860,0.0668,0.1674
861,0.0724,0.1802
862,0.0682,0.1786
863,0.0696,0.179
864,0.0726,0.1758
865,0.0706,0.1702
866,0.0664,0.1616
867,0.0704,0.1882
868,0.0666,0.174
869,0.0706,0.163
870,0.0659999999999999,0.167
871,0.0678,0.188
872,0.0669999999999999,0.165
873,0.0726,0.1796
874,0.0734,0.1782
875,0.0702,0.1582
876,0.0752,0.177
877,0.0744,0.1738
878,0.0708,0.173
879,0.07,0.1868
880,0.0676,0.171
881,0.0696,0.175
882,0.0696,0.1724
883,0.0659999999999999,0.1788
884,0.0722,0.1782
885,0.077,0.1902
886,0.0742,0.1692
887,0.0716,0.1668
888,0.0674,0.183
889,0.0666,0.1568
890,0.075,0.1726
891,0.071,0.1714
892,0.08,0.1844
893,0.0669999999999999,0.1784
894,0.0698,0.172
895,0.0716,0.1782
896,0.0722,0.1782
897,0.0716,0.1774
898,0.0638,0.1718
899,0.0706,0.1772
900,0.0698,0.1632
901,0.0682,0.1728
902,0.074,0.18
903,0.0706,0.1852
904,0.0666,0.1652
905,0.0724,0.177
906,0.073,0.1834
907,0.0716,0.176
908,0.072,0.1828
909,0.0778,0.1802
910,0.0712,0.1746
911,0.07,0.1712
912,0.0668,0.1744
913,0.0696,0.1712
914,0.0706,0.178
915,0.0688,0.1674
916,0.0694,0.1772
917,0.0766,0.1728
918,0.0682,0.1838
919,0.074,0.1752
920,0.074,0.174
921,0.0722,0.1706
922,0.0684,0.1726
923,0.0664,0.173
924,0.0728,0.1676
925,0.072,0.1752
926,0.0678,0.172
927,0.0688,0.1828
928,0.0722,0.1782
929,0.0768,0.1872
930,0.0658,0.175
931,0.0744,0.1772
932,0.0714,0.186
933,0.071,0.1774
934,0.0748,0.1746
935,0.0672,0.1744
936,0.0708,0.1758
937,0.0684,0.1654
938,0.0688,0.1758
939,0.0698,0.1744
940,0.0658,0.1728
941,0.074,0.182
942,0.0712,0.1726
943,0.071,0.1774
944,0.0764,0.1808
945,0.0648,0.1684
946,0.0698,0.1728
947,0.0746,0.1728
948,0.0679999999999999,0.1778
949,0.0708,0.1812
950,0.0722,0.1862
951,0.0706,0.1782
952,0.0659999999999999,0.1692
953,0.0702,0.1622
954,0.0714,0.18
955,0.0726,0.172
956,0.0734,0.1774
957,0.0676,0.1628
958,0.0696,0.1702
959,0.0668,0.17
960,0.0734,0.1796
961,0.0734,0.1718
962,0.0679999999999999,0.166
963,0.0712,0.1718
964,0.0649999999999999,0.1774
965,0.0734,0.1806
966,0.0652,0.1686
967,0.0712,0.1772
968,0.0678,0.178
969,0.0724,0.1824
970,0.0756,0.1814
971,0.0659999999999999,0.1752
972,0.0659999999999999,0.1772
973,0.0754,0.1852
974,0.0698,0.1644
975,0.0702,0.181
976,0.0679999999999999,0.165
977,0.0664,0.1772
978,0.0698,0.1682
979,0.0688,0.1762
980,0.071,0.1668
981,0.0726,0.1776
982,0.0708,0.1778
983,0.0676,0.1786
984,0.0698,0.1706
985,0.0782,0.1822
986,0.0708,0.174
987,0.0746,0.1754
988,0.0702,0.175
989,0.078,0.1758
990,0.0746,0.1736
991,0.0696,0.1672
992,0.0706,0.175
993,0.0652,0.1636
994,0.0669999999999999,0.1706
995,0.073,0.1754
996,0.071,0.1692
997,0.075,0.1708
998,0.0669999999999999,0.17
999,0.0706,0.175
1000,0.073,0.1762
